Unit,Age,Sex,Location,2009,2009_status,2010,2010_status,2011,2011_status,2012,2012_status,2013,2013_status,2014,2014_status,2015,2015_status,2016,2016_status,2017,2017_status,2018,2018_status,2019,2019_status,2020,2020_status
NR,TOTAL,T,TR,2299704,ok,2326584,ok,2352971,ok,2348101,ok,2351714,ok,2363390,ok,2378052,ok,2379113,ok,2401245,ok,2416673,ok,2461269,ok,2467565,ok
NR,TOTAL,T,TR,1020767,ok,1026825,ok,1035071,ok,1019425,ok,1020108,ok,1020957,ok,1019534,ok,1023593,ok,1032260,ok,1034922,ok,1046711,ok,1042760,ok
NR,TOTAL,T,TR,737308,ok,745976,ok,743029,ok,739997,ok,745525,ok,763570,ok,756983,ok,757711,ok,766303,ok,765874,ok,819468,ok,793437,ok
NR,TOTAL,T,TR,2719954,ok,2739487,ok,2740686,ok,2717685,ok,2717970,ok,2714575,ok,2717042,ok,2721221,ok,2752803,ok,2773386,ok,2822353,ok,2829953,ok
NR,TOTAL,T,TR,2507387,ok,2526619,ok,2516167,ok,2513021,ok,2545274,ok,2553647,ok,2566840,ok,2572850,ok,2645584,ok,2633417,ok,2719113,ok,2690180,ok
NR,TOTAL,T,TR,1061287,ok,1062205,ok,1068446,ok,1072848,ok,1071878,ok,1062345,ok,1067560,ok,1063789,ok,1078207,ok,1072404,ok,1086156,ok,1081652,ok
NR,TOTAL,T,TR,1140575,ok,1135856,ok,1133660,ok,1157546,ok,1154277,ok,1145257,ok,1138766,ok,1131570,ok,1123161,ok,1115810,ok,1124898,ok,1118370,ok
NR,TOTAL,T,TR,1623891,ok,1626357,ok,1625158,ok,1663811,ok,1673852,ok,1681719,ok,1690843,ok,1700468,ok,1711847,ok,1726199,ok,1762077,ok,1755735,ok
NR,TOTAL,T,TR,1994165,ok,2012044,ok,2022373,ok,2046027,ok,2082470,ok,2092863,ok,2111068,ok,2124349,ok,2115729,ok,2128670,ok,2167642,ok,2174672,ok
NR,TOTAL,T,TR,2318281,ok,2364249,ok,2414833,ok,2471979,ok,2519139,ok,2570208,ok,2616082,ok,2665265,ok,2715553,ok,2756910,ok,2795617,ok,2838319,ok
NR,TOTAL,T,TR,3067052,ok,3128748,ok,3192329,ok,3287197,ok,3354242,ok,3409417,ok,3480715,ok,3546516,ok,3613746,ok,3685654,ok,3768205,ok,3829967,ok
NR,TOTAL,T,TR,1965419,ok,1969896,ok,1985610,ok,2056997,ok,2085092,ok,2116727,ok,2153921,ok,2173759,ok,2179588,ok,2222601,ok,2284158,ok,2307332,ok
NR,TOTAL,T,UK,1165178,ok,1168781,ok,1173646,ok,1177121,ok,1179963,ok,1183175,ok,1186123,ok,1190177,ok,1194437,ok,1197992,ok,1201543,ok,,ok
NR,TOTAL,T,UK,1407170,ok,1412315,ok,1417980,ok,1422315,ok,1426640,ok,1431607,ok,1435643,ok,1440477,ok,1446249,ok,1450223,ok,1455437,ok,,ok
NR,TOTAL,T,UK,500823,ok,500458,ok,499952,ok,499524,ok,498860,ok,498463,ok,498545,ok,498745,ok,498641,ok,498216,ok,498083,ok,,ok
NR,TOTAL,T,UK,2630100,ok,2651011,ok,2673791,ok,2693358,ok,2707445,ok,2721819,ok,2741974,ok,2767348,ok,2789735,ok,2808080,ok,2822003,ok,,ok
NR,TOTAL,T,UK,1452056,ok,1455120,ok,1459318,ok,1463274,ok,1466592,ok,1469371,ok,1473818,ok,1480296,ok,1487102,ok,1490434,ok,1495318,ok,,ok
NR,TOTAL,T,UK,895916,ok,898513,ok,901375,ok,904677,ok,907796,ok,911368,ok,915471,ok,919711,ok,924261,ok,927799,ok,931347,ok,,ok
NR,TOTAL,T,UK,1493563,ok,1498042,ok,1503567,ok,1509368,ok,1513266,ok,1517171,ok,1524173,ok,1533376,ok,1541473,ok,1547607,ok,1553324,ok,,ok
NR,TOTAL,T,UK,912723,ok,914144,ok,916612,ok,919564,ok,921510,ok,922928,ok,924558,ok,926818,ok,929189,ok,931065,ok,932645,ok,,ok
NR,TOTAL,T,UK,787264,ok,791442,ok,796538,ok,801039,ok,804925,ok,807558,ok,810048,ok,814066,ok,818141,ok,820874,ok,824054,ok,,ok
NR,TOTAL,T,UK,1319708,ok,1328405,ok,1338373,ok,1348096,ok,1355465,ok,1362340,ok,1370817,ok,1380458,ok,1389426,ok,1397266,ok,1404971,ok,,ok
NR,TOTAL,T,UK,2191368,ok,2205139,ok,2220015,ok,2233863,ok,2245499,ok,2256217,ok,2269744,ok,2286357,ok,2301000,ok,2313390,ok,2324560,ok,,ok
NR,TOTAL,T,UK,2076533,ok,2090780,ok,2104311,ok,2116662,ok,2129007,ok,2141903,ok,2155431,ok,2170611,ok,2187643,ok,2199851,ok,2210381,ok,,ok
NR,TOTAL,T,UK,1676611,ok,1689857,ok,1704627,ok,1719017,ok,1732295,ok,1747794,ok,1767307,ok,1789613,ok,1812852,ok,1828762,ok,1843764,ok,,ok
NR,TOTAL,T,UK,703231,ok,708733,ok,713322,ok,716973,ok,721847,ok,728205,ok,734643,ok,741087,ok,747996,ok,752671,ok,756920,ok,,ok
NR,TOTAL,T,UK,1284388,ok,1288952,ok,1293901,ok,1299764,ok,1305682,ok,1312357,ok,1319504,ok,1327386,ok,1338055,ok,1344393,ok,1352539,ok,,ok
NR,TOTAL,T,UK,1551138,ok,1558437,ok,1567473,ok,1575136,ok,1581454,ok,1588088,ok,1594600,ok,1603003,ok,1613788,ok,1619877,ok,1626956,ok,,ok
NR,TOTAL,T,UK,2676535,ok,2699492,ok,2725810,ok,2750805,ok,2771841,ok,2793881,ok,2820216,ok,2852553,ok,2883905,ok,2908821,ok,2928377,ok,,ok
NR,TOTAL,T,UK,2341273,ok,2361712,ok,2385006,ok,2403234,ok,2416785,ok,2434456,ok,2456564,ok,2475882,ok,2493326,ok,2509078,ok,2521676,ok,,ok
NR,TOTAL,T,UK,1688942,ok,1706697,ok,1726575,ok,1745325,ok,1763546,ok,1784776,ok,1806939,ok,1827766,ok,1841673,ok,1859787,ok,1871847,ok,,ok
NR,TOTAL,T,UK,1699785,ok,1711120,ok,1723421,ok,1735578,ok,1748546,ok,1765271,ok,1782982,ok,1798750,ok,1813609,ok,1828948,ok,1841887,ok,,ok
NR,TOTAL,T,UK,1074595,ok,1081014,ok,1089392,ok,1099576,ok,1108567,ok,1120811,ok,1138443,ok,1153642,ok,1163136,ok,1173602,ok,1190513,ok,,ok
NR,TOTAL,T,UK,2032253,ok,2076113,ok,2121080,ok,2165178,ok,2205293,ok,2248524,ok,2294960,ok,2337518,ok,2367065,ok,2402934,ok,2430890,ok,,ok
NR,TOTAL,T,UK,1689986,ok,1720016,ok,1752126,ok,1778692,ok,1800748,ok,1826033,ok,1853173,ok,1880090,ok,1899556,ok,1924106,ok,1940638,ok,,ok
NR,TOTAL,T,UK,1197733,ok,1208538,ok,1220637,ok,1234689,ok,1249370,ok,1263221,ok,1276233,ok,1288011,ok,1295666,ok,1308866,ok,1316772,ok,,ok
NR,TOTAL,T,UK,1883357,ok,1916940,ok,1950290,ok,1978433,ok,1999117,ok,2019780,ok,2040301,ok,2058984,ok,2071842,ok,2090315,ok,2103443,ok,,ok
NR,TOTAL,T,UK,2221257,ok,2242650,ok,2264895,ok,2284847,ok,2304318,ok,2325301,ok,2347205,ok,2368548,ok,2385514,ok,2402507,ok,2417428,ok,,ok
NR,TOTAL,T,UK,2686149,ok,2709001,ok,2733391,ok,2755648,ok,2778314,ok,2802800,ok,2827820,ok,2852269,ok,2871387,ok,2892767,ok,2909838,ok,,ok
NR,TOTAL,T,UK,1862903,ok,1877812,ok,1894162,ok,1908507,ok,1920223,ok,1932133,ok,1946199,ok,1961230,ok,1973952,ok,1985074,ok,1993050,ok,,ok
NR,TOTAL,T,UK,1688611,ok,1705146,ok,1723082,ok,1739802,ok,1756070,ok,1773140,ok,1790347,ok,1807834,ok,1824794,ok,1840563,ok,1854717,ok,,ok
NR,TOTAL,T,UK,2307856,ok,2324183,ok,2342716,ok,2362209,ok,2382428,ok,2404752,ok,2429519,ok,2453872,ok,2474784,ok,2496022,ok,2516568,ok,,ok
NR,TOTAL,T,UK,1255012,ok,1261896,ok,1271821,ok,1280933,ok,1288448,ok,1295993,ok,1304470,ok,1313859,ok,1322286,ok,1329868,ok,1336003,ok,,ok
NR,TOTAL,T,UK,527976,ok,530325,ok,534024,ok,538254,ok,542252,ok,546137,ok,550437,ok,555014,ok,560526,ok,564588,ok,568612,ok,,ok
NR,TOTAL,T,UK,1125102,ok,1127629,ok,1132530,ok,1138922,ok,1145447,ok,1153568,ok,1162981,ok,1171558,ok,1180517,ok,1187825,ok,1195198,ok,,ok
NR,TOTAL,T,UK,1919910,ok,1924712,ok,1930295,ok,1936308,ok,1940620,ok,1944635,ok,1948946,ok,1954376,ok,1960764,ok,1963646,ok,1968383,ok,,ok
NR,TOTAL,T,UK,1112230,ok,1119494,ok,1126355,ok,1132607,ok,1137738,ok,1142724,ok,1146757,ok,1151846,ok,1158491,ok,1162876,ok,1168000,ok,,ok
NR,TOTAL,T,UK,463461,ok,468596,ok,473634,ok,478294,ok,482660,ok,487150,ok,490875,ok,492173,ok,491323,ok,494624,ok,495365,ok,,ok
NR,TOTAL,T,UK,460799,ok,463388,ok,465794,ok,466605,ok,466737,ok,467326,ok,467889,ok,468903,ok,469420,ok,470743,ok,470990,ok,,ok
NR,TOTAL,T,UK,,ok,,ok,,ok,1915517,ok,1924614,ok,1933992,ok,1946564,ok,1961928,ok,1976392,ok,1988307,ok,1998699,ok,,ok
NR,TOTAL,T,UK,,ok,,ok,,ok,1499887,ok,1500987,ok,1504303,ok,1510438,ok,1520628,ok,1531216,ok,1536415,ok,1541998,ok,,ok
NR,TOTAL,T,UK,,ok,,ok,,ok,946492,ok,945666,ok,944842,ok,944507,ok,945233,ok,946372,ok,946837,ok,947186,ok,,ok
NR,TOTAL,T,UK,1786187,ok,1799019,ok,1809539,ok,1818995,ok,1826761,ok,1835290,ok,1846229,ok,1857048,ok,1866638,ok,1875957,ok,,ok,,ok
