VehicleType,Country,Year,Percentage
BUS_TOT,BE,2002,11.7
BUS_TOT,BG,2002,33.4
BUS_TOT,CH,2002,5.1
BUS_TOT,CY,2002,22.6
BUS_TOT,CZ,2002,18.7
BUS_TOT,DE,2002,6.7
BUS_TOT,DK,2002,11.7
BUS_TOT,EE,2002,26.5
BUS_TOT,EL,2002,23
BUS_TOT,ES,2002,12.3
BUS_TOT,EU27_2020,2002,10.5
BUS_TOT,EU28,2002,9.8
BUS_TOT,FI,2002,11.1
BUS_TOT,FR,2002,5.0
BUS_TOT,HR,2002,13.3
BUS_TOT,HU,2002,25.0
BUS_TOT,IE,2002,15.6
BUS_TOT,IS,2002,11.4
BUS_TOT,IT,2002,11.1
BUS_TOT,LT,2002,15.4
BUS_TOT,LU,2002,10.5
BUS_TOT,LV,2002,18.6
BUS_TOT,ME,2002,
BUS_TOT,MK,2002,16.7
BUS_TOT,MT,2002,20.6
BUS_TOT,NL,2002,4.3
BUS_TOT,NO,2002,6.9
BUS_TOT,PL,2002,21.7
BUS_TOT,PT,2002,10.9
BUS_TOT,RO,2002,12.3
BUS_TOT,RS,2002,
BUS_TOT,SE,2002,7.5
BUS_TOT,SI,2002,13.2
BUS_TOT,SK,2002,26.0
BUS_TOT,TR,2002,47.8
BUS_TOT,UK,2002,5.6
CAR,AT,2002,79.7
CAR,BE,2002,81.9
CAR,BG,2002,61.2
CAR,CH,2002,80.1
CAR,CY,2002,77.4
CAR,CZ,2002,73.8
CAR,DE,2002,86.2
CAR,DK,2002,79.1
CAR,EE,2002,71.7
CAR,EL,2002,75.1
CAR,ES,2002,82.5
CAR,EU27_2020,2002,82.5
CAR,EU28,2002,83.4
CAR,FI,2002,84.1
CAR,FR,2002,86.4
CAR,HR,2002,82.2
CAR,HU,2002,61.1
CAR,IE,2002,81
CAR,IS,2002,88.6
CAR,IT,2002,83.3
CAR,LT,2002,82.0
CAR,LU,2002,85.7
CAR,LV,2002,76.6
CAR,ME,2002,
CAR,MK,2002,81.3
CAR,MT,2002,79.4
CAR,NL,2002,86.4
CAR,NO,2002,89.0
CAR,PL,2002,69.7
CAR,PT,2002,84.9
CAR,RO,2002,75.8
CAR,RS,2002,
CAR,SE,2002,85.3
CAR,SI,2002,83.9
CAR,SK,2002,66.8
CAR,TR,2002,49
CAR,UK,2002,89.1
TRN,AT,2002,9.7
TRN,BE,2002,6.5
TRN,BG,2002,5.4
TRN,CH,2002,14.8
TRN,CZ,2002,7.5
TRN,DE,2002,7.1
TRN,DK,2002,9.2
TRN,EE,2002,1.8
TRN,EL,2002,1.9
TRN,ES,2002,5.2
TRN,EU27_2020,2002,7
TRN,EU28,2002,6.8
TRN,FI,2002,4.8
TRN,FR,2002,8.7
TRN,HR,2002,4.5
TRN,HU,2002,13.9
TRN,IE,2002,3.5
TRN,IT,2002,5.6
TRN,LT,2002,2.5
TRN,LU,2002,3.9
TRN,LV,2002,4.8
TRN,ME,2002,
TRN,MK,2002,1.9
TRN,NL,2002,9.3
TRN,NO,2002,4.1
TRN,PL,2002,8.6
TRN,PT,2002,4.3
TRN,RO,2002,11.9
TRN,RS,2002,
TRN,SE,2002,7.2
TRN,SI,2002,3
TRN,SK,2002,7.2
TRN,TR,2002,3.1
TRN,UK,2002,5.3
TRN_BUS_TOT_AVD,AT,2002,20.3
TRN_BUS_TOT_AVD,BE,2002,18.1
TRN_BUS_TOT_AVD,BG,2002,38.8
TRN_BUS_TOT_AVD,CH,2002,19.9
TRN_BUS_TOT_AVD,CY,2002,22.6
TRN_BUS_TOT_AVD,CZ,2002,26.2
TRN_BUS_TOT_AVD,DE,2002,13.8
TRN_BUS_TOT_AVD,DK,2002,20.9
TRN_BUS_TOT_AVD,EE,2002,28.3
TRN_BUS_TOT_AVD,EL,2002,24.9
TRN_BUS_TOT_AVD,ES,2002,17.5
TRN_BUS_TOT_AVD,EU27_2020,2002,17.5
TRN_BUS_TOT_AVD,EU28,2002,16.6
TRN_BUS_TOT_AVD,FI,2002,15.9
TRN_BUS_TOT_AVD,FR,2002,13.6
TRN_BUS_TOT_AVD,HR,2002,17.8
TRN_BUS_TOT_AVD,HU,2002,38.9
TRN_BUS_TOT_AVD,IE,2002,19
TRN_BUS_TOT_AVD,IS,2002,11.4
TRN_BUS_TOT_AVD,IT,2002,16.7
TRN_BUS_TOT_AVD,LT,2002,18.0
TRN_BUS_TOT_AVD,LU,2002,14.3
TRN_BUS_TOT_AVD,LV,2002,23.4
TRN_BUS_TOT_AVD,ME,2002,
TRN_BUS_TOT_AVD,MK,2002,18.7
TRN_BUS_TOT_AVD,MT,2002,20.6
TRN_BUS_TOT_AVD,NL,2002,13.6
TRN_BUS_TOT_AVD,NO,2002,11.0
TRN_BUS_TOT_AVD,PL,2002,30.3
TRN_BUS_TOT_AVD,PT,2002,15.1
TRN_BUS_TOT_AVD,RO,2002,24.2
TRN_BUS_TOT_AVD,RS,2002,
TRN_BUS_TOT_AVD,SE,2002,14.7
TRN_BUS_TOT_AVD,SI,2002,16.1
TRN_BUS_TOT_AVD,SK,2002,33.2
TRN_BUS_TOT_AVD,TR,2002,51
TRN_BUS_TOT_AVD,UK,2002,10.9
BUS_TOT,AT,2001,10.6
BUS_TOT,BE,2001,11.0
BUS_TOT,BG,2001,32
BUS_TOT,CH,2001,5.2
BUS_TOT,CY,2001,22.5
BUS_TOT,CZ,2001,19.8
BUS_TOT,DE,2001,6.9
BUS_TOT,DK,2001,11.7
BUS_TOT,EE,2001,28
BUS_TOT,EL,2001,23.8
BUS_TOT,ES,2001,13.7
BUS_TOT,EU27_2020,2001,10.8
BUS_TOT,EU28,2001,10.2
BUS_TOT,FI,2001,11.3
BUS_TOT,FR,2001,4.9
BUS_TOT,HR,2001,13.5
BUS_TOT,HU,2001,24.9
BUS_TOT,IE,2001,16.1
BUS_TOT,IS,2001,11.4
BUS_TOT,IT,2001,11.0
BUS_TOT,LT,2001,14.6
BUS_TOT,LU,2001,9.7
BUS_TOT,LV,2001,15.3
BUS_TOT,ME,2001,
BUS_TOT,MK,2001,14.3
BUS_TOT,MT,2001,20.7
BUS_TOT,NL,2001,4.6
BUS_TOT,NO,2001,6.9
BUS_TOT,PL,2001,23.5
BUS_TOT,PT,2001,12.6
BUS_TOT,RO,2001,12.4
BUS_TOT,RS,2001,
BUS_TOT,SE,2001,7.6
BUS_TOT,SI,2001,13.6
BUS_TOT,SK,2001,27.8
BUS_TOT,TR,2001,47
BUS_TOT,UK,2001,6.5
CAR,AT,2001,79.6
CAR,BE,2001,82.6
CAR,BG,2001,61.5
CAR,CH,2001,80.6
CAR,CY,2001,77.5
CAR,CZ,2001,71.9
CAR,DE,2001,85.5
CAR,DK,2001,79.2
CAR,EE,2001,70.1
CAR,EL,2001,74.3
CAR,ES,2001,80.8
CAR,EU27_2020,2001,82
CAR,EU28,2001,82.8
CAR,FI,2001,83.8
CAR,FR,2001,86.6
CAR,HR,2001,81.7
CAR,HU,2001,61.7
CAR,IE,2001,80.6
CAR,IS,2001,88.6
CAR,IT,2001,83.2
CAR,LT,2001,82.6
CAR,LU,2001,85.2
CAR,LV,2001,79.9
CAR,ME,2001,
CAR,MK,2001,83
CAR,MT,2001,79.3
CAR,NL,2001,86.0
CAR,NO,2001,88.5
CAR,PL,2001,66.9
CAR,PT,2001,82.8
CAR,RO,2001,72.5
CAR,RS,2001,
CAR,SE,2001,85.1
CAR,SI,2001,83.5
CAR,SK,2001,64.7
CAR,TR,2001,49.6
CAR,UK,2001,88.2
TRN,AT,2001,9.8
TRN,BE,2001,6.4
TRN,BG,2001,6.6
TRN,CH,2001,14.2
TRN,CZ,2001,8.3
TRN,DE,2001,7.6
TRN,DK,2001,9.1
TRN,EE,2001,1.9
TRN,EL,2001,1.9
TRN,ES,2001,5.5
TRN,EU27_2020,2001,7.3
TRN,EU28,2001,7
TRN,FI,2001,4.8
TRN,FR,2001,8.5
TRN,HR,2001,4.8
TRN,HU,2001,13.4
TRN,IE,2001,3.3
TRN,IT,2001,5.8
TRN,LT,2001,2.8
TRN,LU,2001,5.1
TRN,LV,2001,4.8
TRN,ME,2001,
TRN,MK,2001,2.8
TRN,NL,2001,9.4
TRN,NO,2001,4.5
TRN,PL,2001,9.5
TRN,PT,2001,4.5
TRN,RO,2001,15.1
TRN,RS,2001,
TRN,SE,2001,7.3
TRN,SI,2001,2.9
TRN,SK,2001,7.5
TRN,TR,2001,3.4
TRN,UK,2001,5.3
TRN_BUS_TOT_AVD,AT,2001,20.4
TRN_BUS_TOT_AVD,BE,2001,17.4
TRN_BUS_TOT_AVD,BG,2001,38.5
TRN_BUS_TOT_AVD,CH,2001,19.4
TRN_BUS_TOT_AVD,CY,2001,22.5
TRN_BUS_TOT_AVD,CZ,2001,28.1
TRN_BUS_TOT_AVD,DE,2001,14.5
TRN_BUS_TOT_AVD,DK,2001,20.8
TRN_BUS_TOT_AVD,EE,2001,29.9
TRN_BUS_TOT_AVD,EL,2001,25.7
TRN_BUS_TOT_AVD,ES,2001,19.2
TRN_BUS_TOT_AVD,EU27_2020,2001,18
TRN_BUS_TOT_AVD,EU28,2001,17.2
TRN_BUS_TOT_AVD,FI,2001,16.2
TRN_BUS_TOT_AVD,FR,2001,13.4
TRN_BUS_TOT_AVD,HR,2001,18.3
TRN_BUS_TOT_AVD,HU,2001,38.3
TRN_BUS_TOT_AVD,IE,2001,19.4
TRN_BUS_TOT_AVD,IS,2001,11.4
TRN_BUS_TOT_AVD,IT,2001,16.8
TRN_BUS_TOT_AVD,LT,2001,17.4
TRN_BUS_TOT_AVD,LU,2001,14.8
TRN_BUS_TOT_AVD,LV,2001,20.1
TRN_BUS_TOT_AVD,ME,2001,
TRN_BUS_TOT_AVD,MK,2001,17
TRN_BUS_TOT_AVD,MT,2001,20.7
TRN_BUS_TOT_AVD,NL,2001,14.0
TRN_BUS_TOT_AVD,NO,2001,11.5
TRN_BUS_TOT_AVD,PL,2001,33.1
TRN_BUS_TOT_AVD,PT,2001,17.2
TRN_BUS_TOT_AVD,RO,2001,27.5
TRN_BUS_TOT_AVD,RS,2001,
TRN_BUS_TOT_AVD,SE,2001,14.9
TRN_BUS_TOT_AVD,SI,2001,16.5
TRN_BUS_TOT_AVD,SK,2001,35.3
TRN_BUS_TOT_AVD,TR,2001,50.4
TRN_BUS_TOT_AVD,UK,2001,11.8
BUS_TOT,AT,2000,10.7
BUS_TOT,BE,2000,10.8
BUS_TOT,BG,2000,31.4
BUS_TOT,CH,2000,5.2
BUS_TOT,CY,2000,22.3
BUS_TOT,CZ,2000,18.5
BUS_TOT,DE,2000,7.1
BUS_TOT,DK,2000,11.7
BUS_TOT,EE,2000,27.5
BUS_TOT,EL,2000,25.1
BUS_TOT,ES,2000,13.5
BUS_TOT,EU27_2020,2000,11
BUS_TOT,EU28,2000,10.4
BUS_TOT,FI,2000,11.5
BUS_TOT,FR,2000,5.3
BUS_TOT,HR,2000,13.6
BUS_TOT,HU,2000,25.1
BUS_TOT,IE,2000,16.2
BUS_TOT,IS,2000,11.4
BUS_TOT,IT,2000,10.9
BUS_TOT,LT,2000,14.6
BUS_TOT,LU,2000,9.5
BUS_TOT,LV,2000,18.4
BUS_TOT,ME,2000,
BUS_TOT,MK,2000,13.5
BUS_TOT,MT,2000,20.4
BUS_TOT,NL,2000,4.6
BUS_TOT,NO,2000,7.1
BUS_TOT,PL,2000,25.4
BUS_TOT,PT,2000,13.6
BUS_TOT,RO,2000,12.2
BUS_TOT,RS,2000,
BUS_TOT,SE,2000,7.9
BUS_TOT,SI,2000,14.3
BUS_TOT,SK,2000,27.8
BUS_TOT,TR,2000,50.7
BUS_TOT,UK,2000,6.6
CAR,AT,2000,79.5
CAR,BE,2000,83.0
CAR,BG,2000,60.8
CAR,CH,2000,81.1
CAR,CY,2000,77.7
CAR,CZ,2000,73.1
CAR,DE,2000,85.2
CAR,DK,2000,79.6
CAR,EE,2000,69.8
CAR,EL,2000,72.8
CAR,ES,2000,81.0
CAR,EU27_2020,2000,81.6
CAR,EU28,2000,82.5
CAR,FI,2000,83.4
CAR,FR,2000,86.1
CAR,HR,2000,81.4
CAR,HU,2000,61.9
CAR,IE,2000,80.6
CAR,IS,2000,88.6
CAR,IT,2000,83.3
CAR,LT,2000,82.2
CAR,LU,2000,85.5
CAR,LV,2000,76.9
CAR,ME,2000,
CAR,MK,2000,84.5
CAR,MT,2000,79.6
CAR,NL,2000,86.0
CAR,NO,2000,88.3
CAR,PL,2000,64.3
CAR,PT,2000,81.7
CAR,RO,2000,71.5
CAR,RS,2000,
CAR,SE,2000,85.1
CAR,SI,2000,82.9
CAR,SK,2000,64.4
CAR,TR,2000,45.9
CAR,UK,2000,88.1
TRN,AT,2000,9.8
TRN,BE,2000,6.3
TRN,BG,2000,7.8
TRN,CH,2000,13.7
TRN,CZ,2000,8.4
TRN,DE,2000,7.7
TRN,DK,2000,8.7
TRN,EE,2000,2.7
TRN,EL,2000,2.2
TRN,ES,2000,5.4
TRN,EU27_2020,2000,7.4
TRN,EU28,2000,7.1
TRN,FI,2000,5.1
TRN,FR,2000,8.6
TRN,HR,2000,5.1
TRN,HU,2000,13
TRN,IE,2000,3.2
TRN,IT,2000,5.8
TRN,LT,2000,3.2
TRN,LU,2000,5.1
TRN,LV,2000,4.8
TRN,ME,2000,
TRN,MK,2000,2
TRN,NL,2000,9.4
TRN,NO,2000,4.5
TRN,PL,2000,10.3
TRN,PT,2000,4.6
TRN,RO,2000,16.3
TRN,RS,2000,
TRN,SE,2000,6.9
TRN,SI,2000,2.9
TRN,SK,2000,7.7
TRN,TR,2000,3.4
TRN,UK,2000,5.3
TRN_BUS_TOT_AVD,AT,2000,20.5
TRN_BUS_TOT_AVD,BE,2000,17.0
TRN_BUS_TOT_AVD,BG,2000,39.2
TRN_BUS_TOT_AVD,CH,2000,18.9
TRN_BUS_TOT_AVD,CY,2000,22.3
TRN_BUS_TOT_AVD,CZ,2000,26.9
TRN_BUS_TOT_AVD,DE,2000,14.8
TRN_BUS_TOT_AVD,DK,2000,20.4
TRN_BUS_TOT_AVD,EE,2000,30.2
TRN_BUS_TOT_AVD,EL,2000,27.2
TRN_BUS_TOT_AVD,ES,2000,19.0
TRN_BUS_TOT_AVD,EU27_2020,2000,18.4
TRN_BUS_TOT_AVD,EU28,2000,17.5
TRN_BUS_TOT_AVD,FI,2000,16.6
TRN_BUS_TOT_AVD,FR,2000,13.9
TRN_BUS_TOT_AVD,HR,2000,18.6
TRN_BUS_TOT_AVD,HU,2000,38.1
TRN_BUS_TOT_AVD,IE,2000,19.4
TRN_BUS_TOT_AVD,IS,2000,11.4
TRN_BUS_TOT_AVD,IT,2000,16.7
TRN_BUS_TOT_AVD,LT,2000,17.8
TRN_BUS_TOT_AVD,LU,2000,14.5
TRN_BUS_TOT_AVD,LV,2000,23.1
TRN_BUS_TOT_AVD,ME,2000,
TRN_BUS_TOT_AVD,MK,2000,15.5
TRN_BUS_TOT_AVD,MT,2000,20.4
TRN_BUS_TOT_AVD,NL,2000,14.0
TRN_BUS_TOT_AVD,NO,2000,11.7
TRN_BUS_TOT_AVD,PL,2000,35.7
TRN_BUS_TOT_AVD,PT,2000,18.3
TRN_BUS_TOT_AVD,RO,2000,28.5
TRN_BUS_TOT_AVD,RS,2000,
TRN_BUS_TOT_AVD,SE,2000,14.9
TRN_BUS_TOT_AVD,SI,2000,17.1
TRN_BUS_TOT_AVD,SK,2000,35.6
TRN_BUS_TOT_AVD,TR,2000,54.1
TRN_BUS_TOT_AVD,UK,2000,11.9
BUS_TOT,AT,1999,10.4
BUS_TOT,BE,1999,10.9
BUS_TOT,BG,1999,21.9
BUS_TOT,CH,1999,5.0
BUS_TOT,CY,1999,22.1
BUS_TOT,CZ,1999,18.2
BUS_TOT,DE,1999,6.9
BUS_TOT,DK,1999,11.6
BUS_TOT,EE,1999,22.2
BUS_TOT,EL,1999,26.5
BUS_TOT,ES,1999,13.8
BUS_TOT,EU27_2020,1999,
BUS_TOT,EU28,1999,
BUS_TOT,FI,1999,11.5
BUS_TOT,FR,1999,5.2
BUS_TOT,HR,1999,14.3
BUS_TOT,HU,1999,24.2
BUS_TOT,IE,1999,13.3
BUS_TOT,IS,1999,11.2
BUS_TOT,IT,1999,11.5
BUS_TOT,LT,1999,
BUS_TOT,LU,1999,9.8
BUS_TOT,LV,1999,19.4
BUS_TOT,ME,1999,
BUS_TOT,MK,1999,15.8
BUS_TOT,MT,1999,20.4
BUS_TOT,NL,1999,
BUS_TOT,NO,1999,7.3
BUS_TOT,PL,1999,16.8
BUS_TOT,PT,1999,13.7
BUS_TOT,RO,1999,12.6
BUS_TOT,RS,1999,
BUS_TOT,SE,1999,8.3
BUS_TOT,SI,1999,16.7
BUS_TOT,SK,1999,35.1
BUS_TOT,TR,1999,53.7
BUS_TOT,UK,1999,6.5
CAR,AT,1999,79.9
CAR,BE,1999,83.1
CAR,BG,1999,67.9
CAR,CH,1999,81.7
CAR,CY,1999,77.9
CAR,CZ,1999,73.6
CAR,DE,1999,85.7
CAR,DK,1999,80.1
CAR,EE,1999,75
CAR,EL,1999,71.5
CAR,ES,1999,81.2
CAR,EU27_2020,1999,
CAR,EU28,1999,
CAR,FI,1999,83.3
CAR,FR,1999,86.6
CAR,HR,1999,80.9
CAR,HU,1999,62.8
CAR,IE,1999,83.4
CAR,IS,1999,88.8
CAR,IT,1999,83.0
CAR,LT,1999,
CAR,LU,1999,84.9
CAR,LV,1999,73.9
CAR,ME,1999,
CAR,MK,1999,81.3
CAR,MT,1999,79.6
CAR,NL,1999,
CAR,NO,1999,87.7
CAR,PL,1999,72.3
CAR,PT,1999,81.1
CAR,RO,1999,69.8
CAR,RS,1999,
CAR,SE,1999,85.1
CAR,SI,1999,80.8
CAR,SK,1999,57.0
CAR,TR,1999,42.7
CAR,UK,1999,88.1
TRN,AT,1999,9.7
TRN,BE,1999,6
TRN,BG,1999,10.2
TRN,CH,1999,13.3
TRN,CZ,1999,8.2
TRN,DE,1999,7.5
TRN,DK,1999,8.3
TRN,EE,1999,2.8
TRN,EL,1999,2
TRN,ES,1999,5
TRN,EU27_2020,1999,
TRN,EU28,1999,
TRN,FI,1999,5.2
TRN,FR,1999,8.2
TRN,HR,1999,4.8
TRN,HU,1999,12.9
TRN,IE,1999,3.3
TRN,IT,1999,5.4
TRN,LT,1999,
TRN,LU,1999,5.3
TRN,LV,1999,6.6
TRN,ME,1999,
TRN,MK,1999,3
TRN,NL,1999,
TRN,NO,1999,5.1
TRN,PL,1999,10.9
TRN,PT,1999,5.2
TRN,RO,1999,17.5
TRN,RS,1999,
TRN,SE,1999,6.6
TRN,SI,1999,2.5
TRN,SK,1999,7.9
TRN,TR,1999,3.6
TRN,UK,1999,5.3
TRN_BUS_TOT_AVD,AT,1999,20.1
TRN_BUS_TOT_AVD,BE,1999,16.9
TRN_BUS_TOT_AVD,BG,1999,32.1
TRN_BUS_TOT_AVD,CH,1999,18.3
TRN_BUS_TOT_AVD,CY,1999,22.1
TRN_BUS_TOT_AVD,CZ,1999,26.4
TRN_BUS_TOT_AVD,DE,1999,14.3
TRN_BUS_TOT_AVD,DK,1999,19.9
TRN_BUS_TOT_AVD,EE,1999,25
TRN_BUS_TOT_AVD,EL,1999,28.5
TRN_BUS_TOT_AVD,ES,1999,18.8
TRN_BUS_TOT_AVD,EU27_2020,1999,
TRN_BUS_TOT_AVD,EU28,1999,
TRN_BUS_TOT_AVD,FI,1999,16.7
TRN_BUS_TOT_AVD,FR,1999,13.4
TRN_BUS_TOT_AVD,HR,1999,19.1
TRN_BUS_TOT_AVD,HU,1999,37.2
TRN_BUS_TOT_AVD,IE,1999,16.6
TRN_BUS_TOT_AVD,IS,1999,11.2
TRN_BUS_TOT_AVD,IT,1999,17.0
TRN_BUS_TOT_AVD,LT,1999,
TRN_BUS_TOT_AVD,LU,1999,15.1
TRN_BUS_TOT_AVD,LV,1999,26.1
TRN_BUS_TOT_AVD,ME,1999,
TRN_BUS_TOT_AVD,MK,1999,18.7
TRN_BUS_TOT_AVD,MT,1999,20.4
TRN_BUS_TOT_AVD,NL,1999,
TRN_BUS_TOT_AVD,NO,1999,12.3
TRN_BUS_TOT_AVD,PL,1999,27.7
TRN_BUS_TOT_AVD,PT,1999,18.9
TRN_BUS_TOT_AVD,RO,1999,30.2
TRN_BUS_TOT_AVD,RS,1999,
TRN_BUS_TOT_AVD,SE,1999,14.9
TRN_BUS_TOT_AVD,SI,1999,19.2
TRN_BUS_TOT_AVD,SK,1999,43.0
TRN_BUS_TOT_AVD,TR,1999,57.3
TRN_BUS_TOT_AVD,UK,1999,11.9
BUS_TOT,AT,1998,10.2
BUS_TOT,BE,1998,11.0
BUS_TOT,BG,1998,24.5
BUS_TOT,CH,1998,5.1
BUS_TOT,CY,1998,22.3
BUS_TOT,CZ,1998,18.7
BUS_TOT,DE,1998,7.0
BUS_TOT,DK,1998,11.9
BUS_TOT,EE,1998,24
BUS_TOT,EL,1998,28
BUS_TOT,ES,1998,14.4
BUS_TOT,EU27_2020,1998,
BUS_TOT,EU28,1998,
BUS_TOT,FI,1998,12.1
BUS_TOT,FR,1998,5.4
BUS_TOT,HR,1998,17.6
BUS_TOT,HU,1998,23.8
BUS_TOT,IE,1998,13.3
BUS_TOT,IS,1998,11.4
BUS_TOT,IT,1998,11.4
BUS_TOT,LT,1998,
BUS_TOT,LU,1998,9.7
BUS_TOT,LV,1998,18.1
BUS_TOT,ME,1998,
BUS_TOT,MK,1998,15.4
BUS_TOT,MT,1998,20.4
BUS_TOT,NL,1998,
BUS_TOT,NO,1998,7.5
BUS_TOT,PL,1998,17.4
BUS_TOT,PT,1998,14.3
BUS_TOT,RO,1998,15
BUS_TOT,RS,1998,
BUS_TOT,SE,1998,9.2
BUS_TOT,SI,1998,16.5
BUS_TOT,SK,1998,38.7
BUS_TOT,TR,1998,56.3
BUS_TOT,UK,1998,6.5
CAR,AT,1998,80.0
CAR,BE,1998,83.1
CAR,BG,1998,63.3
CAR,CH,1998,81.8
CAR,CY,1998,77.7
CAR,CZ,1998,72.7
CAR,DE,1998,85.5
CAR,DK,1998,79.6
CAR,EE,1998,73.2
CAR,EL,1998,70
CAR,ES,1998,80.5
CAR,EU27_2020,1998,
CAR,EU28,1998,
CAR,FI,1998,82.7
CAR,FR,1998,86.4
CAR,HR,1998,77.6
CAR,HU,1998,63.9
CAR,IE,1998,83.4
CAR,IS,1998,88.6
CAR,IT,1998,83.4
CAR,LT,1998,
CAR,LU,1998,85.2
CAR,LV,1998,74
CAR,ME,1998,
CAR,MK,1998,81.6
CAR,MT,1998,79.6
CAR,NL,1998,
CAR,NO,1998,87.8
CAR,PL,1998,72.1
CAR,PT,1998,80
CAR,RO,1998,66.1
CAR,RS,1998,
CAR,SE,1998,83.9
CAR,SI,1998,80.8
CAR,SK,1998,52.8
CAR,TR,1998,40
CAR,UK,1998,88.5
TRN,AT,1998,9.8
TRN,BE,1998,5.9
TRN,BG,1998,12.2
TRN,CH,1998,13.1
TRN,CZ,1998,8.5
TRN,DE,1998,7.5
TRN,DK,1998,8.5
TRN,EE,1998,2.8
TRN,EL,1998,2
TRN,ES,1998,5.1
TRN,EU27_2020,1998,
TRN,EU28,1998,
TRN,FI,1998,5.2
TRN,FR,1998,8.2
TRN,HR,1998,4.8
TRN,HU,1998,12.3
TRN,IE,1998,3.3
TRN,IT,1998,5.2
TRN,LT,1998,
TRN,LU,1998,5.1
TRN,LV,1998,7.8
TRN,ME,1998,
TRN,MK,1998,3
TRN,NL,1998,
TRN,NO,1998,4.6
TRN,PL,1998,10.5
TRN,PT,1998,5.8
TRN,RO,1998,18.9
TRN,RS,1998,
TRN,SE,1998,6.8
TRN,SI,1998,2.7
TRN,SK,1998,8.5
TRN,TR,1998,3.7
TRN,UK,1998,5.1
TRN_BUS_TOT_AVD,AT,1998,20.0
TRN_BUS_TOT_AVD,BE,1998,16.9
TRN_BUS_TOT_AVD,BG,1998,36.7
TRN_BUS_TOT_AVD,CH,1998,18.2
TRN_BUS_TOT_AVD,CY,1998,22.3
TRN_BUS_TOT_AVD,CZ,1998,27.3
TRN_BUS_TOT_AVD,DE,1998,14.5
TRN_BUS_TOT_AVD,DK,1998,20.4
TRN_BUS_TOT_AVD,EE,1998,26.8
TRN_BUS_TOT_AVD,EL,1998,30
TRN_BUS_TOT_AVD,ES,1998,19.5
TRN_BUS_TOT_AVD,EU27_2020,1998,
TRN_BUS_TOT_AVD,EU28,1998,
TRN_BUS_TOT_AVD,FI,1998,17.3
TRN_BUS_TOT_AVD,FR,1998,13.6
TRN_BUS_TOT_AVD,HR,1998,22.4
TRN_BUS_TOT_AVD,HU,1998,36.1
TRN_BUS_TOT_AVD,IE,1998,16.6
TRN_BUS_TOT_AVD,IS,1998,11.4
TRN_BUS_TOT_AVD,IT,1998,16.6
TRN_BUS_TOT_AVD,LT,1998,
TRN_BUS_TOT_AVD,LU,1998,14.8
TRN_BUS_TOT_AVD,LV,1998,26
TRN_BUS_TOT_AVD,ME,1998,
TRN_BUS_TOT_AVD,MK,1998,18.4
TRN_BUS_TOT_AVD,MT,1998,20.4
TRN_BUS_TOT_AVD,NL,1998,
TRN_BUS_TOT_AVD,NO,1998,12.2
TRN_BUS_TOT_AVD,PL,1998,27.9
TRN_BUS_TOT_AVD,PT,1998,20
TRN_BUS_TOT_AVD,RO,1998,33.9
TRN_BUS_TOT_AVD,RS,1998,
TRN_BUS_TOT_AVD,SE,1998,16.1
TRN_BUS_TOT_AVD,SI,1998,19.2
TRN_BUS_TOT_AVD,SK,1998,47.2
TRN_BUS_TOT_AVD,TR,1998,60
TRN_BUS_TOT_AVD,UK,1998,11.5
BUS_TOT,AT,1997,9.8
BUS_TOT,BE,1997,11.1
BUS_TOT,BG,1997,24
BUS_TOT,CH,1997,3.4
BUS_TOT,CY,1997,22.6
BUS_TOT,CZ,1997,19.0
BUS_TOT,DE,1997,7.1
BUS_TOT,DK,1997,12.1
BUS_TOT,EE,1997,
BUS_TOT,EL,1997,28.5
BUS_TOT,ES,1997,13.4
BUS_TOT,EU27_2020,1997,
BUS_TOT,EU28,1997,
BUS_TOT,FI,1997,12.6
BUS_TOT,FR,1997,5.5
BUS_TOT,HR,1997,20.2
BUS_TOT,HU,1997,23.3
BUS_TOT,IE,1997,13.3
BUS_TOT,IS,1997,11.4
BUS_TOT,IT,1997,11.7
BUS_TOT,LT,1997,
BUS_TOT,LU,1997,9.7
BUS_TOT,LV,1997,17.8
BUS_TOT,ME,1997,
BUS_TOT,MK,1997,
BUS_TOT,MT,1997,20.2
BUS_TOT,NL,1997,
BUS_TOT,NO,1997,7.8
BUS_TOT,PL,1997,17.9
BUS_TOT,PT,1997,13.9
BUS_TOT,RO,1997,17.1
BUS_TOT,RS,1997,
BUS_TOT,SE,1997,9.4
BUS_TOT,SI,1997,18.2
BUS_TOT,SK,1997,42.4
BUS_TOT,TR,1997,58.3
BUS_TOT,UK,1997,6.4
CAR,AT,1997,80.0
CAR,BE,1997,83.0
CAR,BG,1997,61
CAR,CH,1997,83.2
CAR,CY,1997,77.4
CAR,CZ,1997,71.7
CAR,DE,1997,85.3
CAR,DK,1997,79.6
CAR,EE,1997,
CAR,EL,1997,68.9
CAR,ES,1997,81.5
CAR,EU27_2020,1997,
CAR,EU28,1997,
CAR,FI,1997,82.0
CAR,FR,1997,86.4
CAR,HR,1997,74.6
CAR,HU,1997,64.6
CAR,IE,1997,83.3
CAR,IS,1997,88.6
CAR,IT,1997,82.7
CAR,LT,1997,
CAR,LU,1997,85.1
CAR,LV,1997,72.8
CAR,ME,1997,
CAR,MK,1997,
CAR,MT,1997,79.8
CAR,NL,1997,
CAR,NO,1997,87.6
CAR,PL,1997,71.3
CAR,PT,1997,80
CAR,RO,1997,61.3
