TypeOfRoad,Unit,Country,Year,RoadTrafficDeaths
RD_URB,RT,FI,2015,1.4
RD_URB,RT,FR,2015,1.5
RD_URB,RT,HR,2015,5.2
RD_URB,RT,HU,2015,2.7
RD_URB,RT,IE,2015,0.7
RD_URB,RT,IS,2015,0.9
RD_URB,RT,IT,2015,2.5
RD_URB,RT,LU,2015,0.9
RD_URB,RT,LV,2015,2.2
RD_URB,RT,MT,2015,2.2
RD_URB,RT,NL,2015,0.7
RD_URB,RT,NO,2015,0.4
RD_URB,RT,PL,2015,3.3
RD_URB,RT,PT,2015,2.9
RD_URB,RT,RO,2015,5.8
RD_URB,RT,SE,2015,0.6
RD_URB,RT,SI,2015,1.9
RD_URB,RT,UK,2015,0.9
TOTAL,NR,AT,2015,479.0
TOTAL,NR,BE,2015,762.0
TOTAL,NR,BG,2015,708.0
TOTAL,NR,CH,2015,253.0
TOTAL,NR,CY,2015,57.0
TOTAL,NR,CZ,2015,734.0
TOTAL,NR,DE,2015,3459.0
TOTAL,NR,DK,2015,178.0
TOTAL,NR,EE,2015,67.0
TOTAL,NR,EL,2015,793.0
TOTAL,NR,ES,2015,1689.0
TOTAL,NR,EU27_2020,2015,24358.0
TOTAL,NR,EU28,2015,26162.0
TOTAL,NR,FI,2015,270.0
TOTAL,NR,FR,2015,3459.0
TOTAL,NR,HR,2015,348.0
TOTAL,NR,HU,2015,644.0
TOTAL,NR,IE,2015,162.0
TOTAL,NR,IS,2015,16.0
TOTAL,NR,IT,2015,3428.0
TOTAL,NR,LI,2015,2.0
TOTAL,NR,LT,2015,242.0
TOTAL,NR,LU,2015,36.0
TOTAL,NR,LV,2015,188.0
TOTAL,NR,MT,2015,11.0
TOTAL,NR,NL,2015,531.0
TOTAL,NR,NO,2015,117.0
TOTAL,NR,PL,2015,2938.0
TOTAL,NR,PT,2015,593.0
TOTAL,NR,RO,2015,1893.0
TOTAL,NR,SE,2015,259.0
TOTAL,NR,SI,2015,120.0
TOTAL,NR,SK,2015,310.0
TOTAL,NR,TR,2015,7530.0
TOTAL,NR,UK,2015,1804.0
TOTAL,RT,AT,2015,5.5
TOTAL,RT,BE,2015,6.8
TOTAL,RT,BG,2015,9.9
TOTAL,RT,CH,2015,3.1
TOTAL,RT,CY,2015,6.7
TOTAL,RT,CZ,2015,7.0
TOTAL,RT,DE,2015,4.2
TOTAL,RT,DK,2015,3.1
TOTAL,RT,EE,2015,5.1
TOTAL,RT,EL,2015,7.3
TOTAL,RT,ES,2015,3.6
TOTAL,RT,EU27_2020,2015,5.5
TOTAL,RT,EU28,2015,5.1
TOTAL,RT,FI,2015,4.9
TOTAL,RT,FR,2015,5.2
TOTAL,RT,HR,2015,8.3
TOTAL,RT,HU,2015,6.5
TOTAL,RT,IE,2015,3.4
TOTAL,RT,IS,2015,4.8
TOTAL,RT,IT,2015,5.6
TOTAL,RT,LI,2015,5.3
TOTAL,RT,LT,2015,8.3
TOTAL,RT,LU,2015,6.3
TOTAL,RT,LV,2015,9.5
TOTAL,RT,MT,2015,2.5
TOTAL,RT,NL,2015,3.1
TOTAL,RT,NO,2015,2.3
TOTAL,RT,PL,2015,7.7
TOTAL,RT,PT,2015,5.7
TOTAL,RT,RO,2015,9.6
TOTAL,RT,SE,2015,2.6
TOTAL,RT,SI,2015,5.8
TOTAL,RT,SK,2015,5.7
TOTAL,RT,TR,2015,9.6
TOTAL,RT,UK,2015,2.8
UNK,NR,BE,2015,6.0
UNK,NR,EE,2015,67.0
UNK,NR,LI,2015,2.0
UNK,NR,LT,2015,242.0
UNK,NR,MT,2015,0.0
UNK,NR,NL,2015,21.0
UNK,NR,NO,2015,0.0
UNK,NR,SE,2015,7.0
UNK,NR,SK,2015,310.0
UNK,RT,BE,2015,0.1
UNK,RT,EE,2015,5.1
UNK,RT,LI,2015,5.3
UNK,RT,LT,2015,8.3
UNK,RT,MT,2015,0.0
UNK,RT,NL,2015,0.1
UNK,RT,NO,2015,0.0
UNK,RT,SE,2015,0.1
UNK,RT,SK,2015,5.7
MWAY,NR,AT,2016,34.0
MWAY,NR,BE,2016,102.0
MWAY,NR,BG,2016,42.0
MWAY,NR,CH,2016,19.0
MWAY,NR,CY,2016,1.0
MWAY,NR,CZ,2016,40.0
MWAY,NR,DE,2016,393.0
MWAY,NR,DK,2016,25.0
MWAY,NR,EL,2016,45.0
MWAY,NR,ES,2016,327.0
MWAY,NR,FI,2016,7.0
MWAY,NR,FR,2016,267.0
MWAY,NR,HR,2016,34.0
MWAY,NR,HU,2016,37.0
MWAY,NR,IE,2016,6.0
MWAY,NR,IT,2016,274.0
MWAY,NR,LU,2016,5.0
MWAY,NR,NL,2016,77.0
MWAY,NR,PL,2016,50.0
MWAY,NR,PT,2016,38.0
MWAY,NR,RO,2016,26.0
MWAY,NR,SE,2016,17.0
MWAY,NR,SI,2016,25.0
MWAY,NR,SK,2016,11.0
MWAY,NR,UK,2016,91.0
MWAY,RT,AT,2016,0.4
MWAY,RT,BE,2016,0.9
MWAY,RT,BG,2016,0.6
MWAY,RT,CH,2016,0.2
MWAY,RT,CY,2016,0.1
MWAY,RT,CZ,2016,0.4
MWAY,RT,DE,2016,0.5
MWAY,RT,DK,2016,0.4
MWAY,RT,EL,2016,0.4
MWAY,RT,ES,2016,0.7
MWAY,RT,FI,2016,0.1
MWAY,RT,FR,2016,0.4
MWAY,RT,HR,2016,0.8
MWAY,RT,HU,2016,0.4
MWAY,RT,IE,2016,0.1
MWAY,RT,IT,2016,0.5
MWAY,RT,LU,2016,0.9
MWAY,RT,NL,2016,0.5
MWAY,RT,PL,2016,0.1
MWAY,RT,PT,2016,0.4
MWAY,RT,RO,2016,0.1
MWAY,RT,SE,2016,0.2
MWAY,RT,SI,2016,1.2
MWAY,RT,SK,2016,0.2
MWAY,RT,UK,2016,0.1
RD_RUR,NR,AT,2016,288.0
RD_RUR,NR,BE,2016,371.0
RD_RUR,NR,BG,2016,428.0
RD_RUR,NR,CH,2016,109.0
RD_RUR,NR,CY,2016,10.0
RD_RUR,NR,CZ,2016,356.0
RD_RUR,NR,DE,2016,1853.0
RD_RUR,NR,DK,2016,120.0
RD_RUR,NR,EE,2016,51.0
RD_RUR,NR,EL,2016,352.0
RD_RUR,NR,ES,2016,964.0
RD_RUR,NR,FI,2016,188.0
RD_RUR,NR,FR,2016,2188.0
RD_RUR,NR,HR,2016,97.0
RD_RUR,NR,HU,2016,346.0
RD_RUR,NR,IE,2016,124.0
RD_RUR,NR,IS,2016,13.0
RD_RUR,NR,IT,2016,1546.0
RD_RUR,NR,LU,2016,19.0
RD_RUR,NR,LV,2016,128.0
RD_RUR,NR,MT,2016,9.0
RD_RUR,NR,NL,2016,239.0
RD_RUR,NR,NO,2016,107.0
RD_RUR,NR,PL,2016,1701.0
RD_RUR,NR,PT,2016,223.0
RD_RUR,NR,RO,2016,698.0
RD_RUR,NR,SE,2016,168.0
RD_RUR,NR,SI,2016,62.0
RD_RUR,NR,SK,2016,156.0
RD_RUR,NR,UK,2016,1151.0
RD_RUR,RT,AT,2016,3.3
RD_RUR,RT,BE,2016,3.3
RD_RUR,RT,BG,2016,6.0
RD_RUR,RT,CH,2016,1.3
RD_RUR,RT,CY,2016,1.2
RD_RUR,RT,CZ,2016,3.4
RD_RUR,RT,DE,2016,2.3
RD_RUR,RT,DK,2016,2.1
RD_RUR,RT,EE,2016,3.9
RD_RUR,RT,EL,2016,3.3
RD_RUR,RT,ES,2016,2.1
RD_RUR,RT,FI,2016,3.4
RD_RUR,RT,FR,2016,3.3
RD_RUR,RT,HR,2016,2.3
RD_RUR,RT,HU,2016,3.5
RD_RUR,RT,IE,2016,2.6
RD_RUR,RT,IS,2016,3.9
RD_RUR,RT,IT,2016,2.5
RD_RUR,RT,LU,2016,3.3
RD_RUR,RT,LV,2016,6.5
RD_RUR,RT,MT,2016,2.0
RD_RUR,RT,NL,2016,1.4
RD_RUR,RT,NO,2016,2.0
RD_RUR,RT,PL,2016,4.5
RD_RUR,RT,PT,2016,2.2
RD_RUR,RT,RO,2016,3.5
RD_RUR,RT,SE,2016,1.7
RD_RUR,RT,SI,2016,3.0
RD_RUR,RT,SK,2016,2.9
RD_RUR,RT,UK,2016,1.8
RD_URB,NR,AT,2016,110.0
RD_URB,NR,BE,2016,194.0
RD_URB,NR,BG,2016,238.0
RD_URB,NR,CH,2016,88.0
RD_URB,NR,CY,2016,35.0
RD_URB,NR,CZ,2016,215.0
RD_URB,NR,DE,2016,960.0
RD_URB,NR,DK,2016,66.0
RD_URB,NR,EE,2016,20.0
RD_URB,NR,EL,2016,427.0
RD_URB,NR,ES,2016,519.0
RD_URB,NR,FI,2016,63.0
RD_URB,NR,FR,2016,1016.0
RD_URB,NR,HR,2016,176.0
RD_URB,NR,HU,2016,224.0
RD_URB,NR,IE,2016,52.0
RD_URB,NR,IS,2016,5.0
RD_URB,NR,IT,2016,1463.0
RD_URB,NR,LU,2016,8.0
RD_URB,NR,LV,2016,30.0
RD_URB,NR,MT,2016,14.0
RD_URB,NR,NL,2016,204.0
RD_URB,NR,NO,2016,27.0
RD_URB,NR,PL,2016,1275.0
RD_URB,NR,PT,2016,302.0
RD_URB,NR,RO,2016,1189.0
RD_URB,NR,SE,2016,74.0
RD_URB,NR,SI,2016,43.0
RD_URB,NR,SK,2016,108.0
RD_URB,NR,UK,2016,618.0
RD_URB,RT,AT,2016,1.3
RD_URB,RT,BE,2016,1.7
RD_URB,RT,BG,2016,3.3
RD_URB,RT,CH,2016,1.1
RD_URB,RT,CY,2016,4.1
RD_URB,RT,CZ,2016,2.0
RD_URB,RT,DE,2016,1.2
RD_URB,RT,DK,2016,1.2
RD_URB,RT,EE,2016,1.5
RD_URB,RT,EL,2016,4.0
RD_URB,RT,ES,2016,1.1
RD_URB,RT,FI,2016,1.1
RD_URB,RT,FR,2016,1.5
RD_URB,RT,HR,2016,4.2
RD_URB,RT,HU,2016,2.3
RD_URB,RT,IE,2016,1.1
RD_URB,RT,IS,2016,1.5
RD_URB,RT,IT,2016,2.4
RD_URB,RT,LU,2016,1.4
RD_URB,RT,LV,2016,1.5
RD_URB,RT,MT,2016,3.1
RD_URB,RT,NL,2016,1.2
RD_URB,RT,NO,2016,0.5
RD_URB,RT,PL,2016,3.4
RD_URB,RT,PT,2016,2.9
RD_URB,RT,RO,2016,6.0
RD_URB,RT,SE,2016,0.7
RD_URB,RT,SI,2016,2.1
RD_URB,RT,SK,2016,2.0
RD_URB,RT,UK,2016,0.9
TOTAL,NR,AT,2016,432.0
TOTAL,NR,BE,2016,670.0
TOTAL,NR,BG,2016,708.0
TOTAL,NR,CH,2016,216.0
TOTAL,NR,CY,2016,46.0
TOTAL,NR,CZ,2016,611.0
TOTAL,NR,DE,2016,3206.0
TOTAL,NR,DK,2016,211.0
TOTAL,NR,EE,2016,71.0
TOTAL,NR,EL,2016,824.0
TOTAL,NR,ES,2016,1810.0
TOTAL,NR,EU27_2020,2016,23812.0
TOTAL,NR,EU28,2016,25672.0
TOTAL,NR,FI,2016,258.0
TOTAL,NR,FR,2016,3471.0
TOTAL,NR,HR,2016,307.0
TOTAL,NR,HU,2016,607.0
TOTAL,NR,IE,2016,182.0
TOTAL,NR,IS,2016,18.0
TOTAL,NR,IT,2016,3283.0
TOTAL,NR,LI,2016,0.0
TOTAL,NR,LT,2016,192.0
TOTAL,NR,LU,2016,32.0
TOTAL,NR,LV,2016,158.0
TOTAL,NR,MT,2016,23.0
TOTAL,NR,NL,2016,533.0
TOTAL,NR,NO,2016,135.0
TOTAL,NR,PL,2016,3026.0
TOTAL,NR,PT,2016,563.0
TOTAL,NR,RO,2016,1913.0
TOTAL,NR,SE,2016,270.0
TOTAL,NR,SI,2016,130.0
TOTAL,NR,SK,2016,275.0
TOTAL,NR,TR,2016,7300.0
TOTAL,NR,UK,2016,1860.0
TOTAL,RT,AT,2016,4.9
TOTAL,RT,BE,2016,5.9
TOTAL,RT,BG,2016,9.9
TOTAL,RT,CH,2016,2.6
TOTAL,RT,CY,2016,5.4
TOTAL,RT,CZ,2016,5.8
TOTAL,RT,DE,2016,3.9
TOTAL,RT,DK,2016,3.7
TOTAL,RT,EE,2016,5.4
TOTAL,RT,EL,2016,7.6
TOTAL,RT,ES,2016,3.9
TOTAL,RT,EU27_2020,2016,5.3
TOTAL,RT,EU28,2016,5.0
TOTAL,RT,FI,2016,4.7
TOTAL,RT,FR,2016,5.2
TOTAL,RT,HR,2016,7.4
TOTAL,RT,HU,2016,6.2
TOTAL,RT,IE,2016,3.8
TOTAL,RT,IS,2016,5.4
TOTAL,RT,IT,2016,5.4
TOTAL,RT,LI,2016,0.0
TOTAL,RT,LT,2016,6.7
TOTAL,RT,LU,2016,5.5
TOTAL,RT,LV,2016,8.1
TOTAL,RT,MT,2016,5.1
TOTAL,RT,NL,2016,3.1
TOTAL,RT,NO,2016,2.6
TOTAL,RT,PL,2016,8.0
TOTAL,RT,PT,2016,5.5
TOTAL,RT,RO,2016,9.7
TOTAL,RT,SE,2016,2.7
TOTAL,RT,SI,2016,6.3
TOTAL,RT,SK,2016,5.1
TOTAL,RT,TR,2016,9.2
TOTAL,RT,UK,2016,2.8
UNK,NR,BE,2016,3.0
UNK,NR,LI,2016,0.0
UNK,NR,NL,2016,13.0
UNK,NR,NO,2016,1.0
UNK,NR,SE,2016,11.0
UNK,RT,BE,2016,0.0
UNK,RT,LI,2016,0.0
UNK,RT,NL,2016,0.1
UNK,RT,NO,2016,0.0
UNK,RT,SE,2016,0.1
MWAY,NR,AT,2017,45.0
MWAY,NR,BE,2017,98.0
MWAY,NR,BG,2017,62.0
MWAY,NR,CH,2017,25.0
MWAY,NR,CY,2017,5.0
MWAY,NR,CZ,2017,25.0
MWAY,NR,DE,2017,409.0
MWAY,NR,DK,2017,12.0
MWAY,NR,EL,2017,54.0
MWAY,NR,ES,2017,308.0
MWAY,NR,FI,2017,8.0
MWAY,NR,FR,2017,281.0
MWAY,NR,HR,2017,22.0
MWAY,NR,HU,2017,34.0
MWAY,NR,IT,2017,296.0
MWAY,NR,LU,2017,3.0
MWAY,NR,NL,2017,82.0
MWAY,NR,PL,2017,70.0
MWAY,NR,PT,2017,51.0
MWAY,NR,RO,2017,36.0
MWAY,NR,SE,2017,20.0
MWAY,NR,SI,2017,19.0
MWAY,NR,SK,2017,21.0
MWAY,NR,UK,2017,82.0
MWAY,RT,AT,2017,0.5
MWAY,RT,BE,2017,0.9
MWAY,RT,BG,2017,0.9
MWAY,RT,CH,2017,0.3
MWAY,RT,CY,2017,0.6
MWAY,RT,CZ,2017,0.2
MWAY,RT,DE,2017,0.5
MWAY,RT,DK,2017,0.2
MWAY,RT,EL,2017,0.5
MWAY,RT,ES,2017,0.7
MWAY,RT,FI,2017,0.1
MWAY,RT,FR,2017,0.4
MWAY,RT,HR,2017,0.5
MWAY,RT,HU,2017,0.3
MWAY,RT,IT,2017,0.5
MWAY,RT,LU,2017,0.5
MWAY,RT,NL,2017,0.5
MWAY,RT,PL,2017,0.2
MWAY,RT,PT,2017,0.5
MWAY,RT,RO,2017,0.2
MWAY,RT,SE,2017,0.2
MWAY,RT,SI,2017,0.9
MWAY,RT,SK,2017,0.4
MWAY,RT,UK,2017,0.1
RD_RUR,NR,AT,2017,262.0
RD_RUR,NR,BE,2017,307.0
RD_RUR,NR,BG,2017,420.0
RD_RUR,NR,CH,2017,118.0
RD_RUR,NR,CY,2017,10.0
RD_RUR,NR,CZ,2017,359.0
RD_RUR,NR,DE,2017,1795.0
RD_RUR,NR,DK,2017,110.0
RD_RUR,NR,EE,2017,34.0
RD_RUR,NR,EL,2017,337.0
RD_RUR,NR,ES,2017,1013.0
RD_RUR,NR,FI,2017,173.0
RD_RUR,NR,FR,2017,2156.0
RD_RUR,NR,HR,2017,123.0
RD_RUR,NR,HU,2017,362.0
RD_RUR,NR,IS,2017,9.0
RD_RUR,NR,IT,2017,1615.0
RD_RUR,NR,LU,2017,16.0
RD_RUR,NR,LV,2017,92.0
RD_RUR,NR,MT,2017,4.0
RD_RUR,NR,NL,2017,236.0
RD_RUR,NR,NO,2017,84.0
RD_RUR,NR,PL,2017,1523.0
RD_RUR,NR,PT,2017,223.0
RD_RUR,NR,RO,2017,694.0
RD_RUR,NR,SE,2017,161.0
RD_RUR,NR,SI,2017,44.0
RD_RUR,NR,SK,2017,153.0
RD_RUR,NR,UK,2017,1131.0
RD_RUR,RT,AT,2017,3.0
RD_RUR,RT,BE,2017,2.7
RD_RUR,RT,BG,2017,5.9
RD_RUR,RT,CH,2017,1.4
RD_RUR,RT,CY,2017,1.2
RD_RUR,RT,CZ,2017,3.4
RD_RUR,RT,DE,2017,2.2
RD_RUR,RT,DK,2017,1.9
RD_RUR,RT,EE,2017,2.6
RD_RUR,RT,EL,2017,3.1
RD_RUR,RT,ES,2017,2.2
RD_RUR,RT,FI,2017,3.1
RD_RUR,RT,FR,2017,3.2
RD_RUR,RT,HR,2017,3.0
RD_RUR,RT,HU,2017,3.7
RD_RUR,RT,IS,2017,2.6
RD_RUR,RT,IT,2017,2.7
RD_RUR,RT,LU,2017,2.7
RD_RUR,RT,LV,2017,4.7
RD_RUR,RT,MT,2017,0.9
RD_RUR,RT,NL,2017,1.4
RD_RUR,RT,NO,2017,1.6
RD_RUR,RT,PL,2017,4.0
RD_RUR,RT,PT,2017,2.2
RD_RUR,RT,RO,2017,3.5
RD_RUR,RT,SE,2017,1.6
RD_RUR,RT,SI,2017,2.1
RD_RUR,RT,SK,2017,2.8
RD_RUR,RT,UK,2017,1.7
RD_URB,NR,AT,2017,107.0
RD_URB,NR,BE,2017,203.0
RD_URB,NR,BG,2017,200.0
RD_URB,NR,CH,2017,87.0
RD_URB,NR,CY,2017,38.0
RD_URB,NR,CZ,2017,193.0
RD_URB,NR,DE,2017,976.0
RD_URB,NR,DK,2017,53.0
RD_URB,NR,EE,2017,14.0
RD_URB,NR,EL,2017,340.0
RD_URB,NR,ES,2017,509.0
RD_URB,NR,FI,2017,57.0
RD_URB,NR,FR,2017,1007.0
RD_URB,NR,HR,2017,186.0
RD_URB,NR,HU,2017,229.0
RD_URB,NR,IS,2017,7.0
RD_URB,NR,IT,2017,1467.0
RD_URB,NR,LU,2017,6.0
RD_URB,NR,LV,2017,44.0
RD_URB,NR,MT,2017,15.0
RD_URB,NR,NL,2017,217.0
RD_URB,NR,NO,2017,21.0
RD_URB,NR,PL,2017,1238.0
RD_URB,NR,PT,2017,328.0
RD_URB,NR,RO,2017,1221.0
RD_URB,NR,SE,2017,64.0
RD_URB,NR,SI,2017,41.0
RD_URB,NR,SK,2017,102.0
RD_URB,NR,UK,2017,643.0
RD_URB,RT,AT,2017,1.2
RD_URB,RT,BE,2017,1.8
RD_URB,RT,BG,2017,2.8
RD_URB,RT,CH,2017,1.0
RD_URB,RT,CY,2017,4.4
RD_URB,RT,CZ,2017,1.8
RD_URB,RT,DE,2017,1.2
RD_URB,RT,DK,2017,0.9
RD_URB,RT,EE,2017,1.1
RD_URB,RT,EL,2017,3.2
RD_URB,RT,ES,2017,1.1
RD_URB,RT,FI,2017,1.0
RD_URB,RT,FR,2017,1.5
RD_URB,RT,HR,2017,4.5
RD_URB,RT,HU,2017,2.3
RD_URB,RT,IS,2017,2.0
RD_URB,RT,IT,2017,2.4
RD_URB,RT,LU,2017,1.0
RD_URB,RT,LV,2017,2.3
RD_URB,RT,MT,2017,3.2
RD_URB,RT,NL,2017,1.3
RD_URB,RT,NO,2017,0.4
RD_URB,RT,PL,2017,3.3
RD_URB,RT,PT,2017,3.2
RD_URB,RT,RO,2017,6.2
RD_URB,RT,SE,2017,0.6
RD_URB,RT,SI,2017,2.0
RD_URB,RT,SK,2017,1.9
RD_URB,RT,UK,2017,1.0
TOTAL,NR,AT,2017,414.0
TOTAL,NR,BE,2017,609.0
TOTAL,NR,BG,2017,682.0
TOTAL,NR,CH,2017,230.0
TOTAL,NR,CY,2017,53.0
TOTAL,NR,CZ,2017,577.0
TOTAL,NR,DE,2017,3180.0
TOTAL,NR,DK,2017,175.0
TOTAL,NR,EE,2017,48.0
TOTAL,NR,EL,2017,731.0
TOTAL,NR,ES,2017,1830.0
TOTAL,NR,EU27_2020,2017,23394.0
TOTAL,NR,EU28,2017,25250.0
TOTAL,NR,FI,2017,238.0
TOTAL,NR,FR,2017,3444.0
TOTAL,NR,HR,2017,331.0
TOTAL,NR,HU,2017,625.0
TOTAL,NR,IE,2017,156.0
TOTAL,NR,IS,2017,16.0
TOTAL,NR,IT,2017,3378.0
TOTAL,NR,LI,2017,2.0
TOTAL,NR,LT,2017,191.0
TOTAL,NR,LU,2017,25.0
TOTAL,NR,LV,2017,136.0
TOTAL,NR,MT,2017,19.0
TOTAL,NR,NL,2017,535.0
TOTAL,NR,NO,2017,106.0
TOTAL,NR,PL,2017,2831.0
TOTAL,NR,PT,2017,602.0
TOTAL,NR,RO,2017,1951.0
TOTAL,NR,SE,2017,253.0
TOTAL,NR,SI,2017,104.0
TOTAL,NR,SK,2017,276.0
TOTAL,NR,TR,2017,7427.0
TOTAL,NR,UK,2017,1856.0
TOTAL,RT,AT,2017,4.7
TOTAL,RT,BE,2017,5.4
TOTAL,RT,BG,2017,9.6
TOTAL,RT,CH,2017,2.7
TOTAL,RT,CY,2017,6.2
TOTAL,RT,CZ,2017,5.4
TOTAL,RT,DE,2017,3.8
TOTAL,RT,DK,2017,3.0
TOTAL,RT,EE,2017,3.6
TOTAL,RT,EL,2017,6.8
TOTAL,RT,ES,2017,3.9
TOTAL,RT,EU27_2020,2017,5.2
TOTAL,RT,EU28,2017,4.9
TOTAL,RT,FI,2017,4.3
TOTAL,RT,FR,2017,5.1
TOTAL,RT,HR,2017,8.0
TOTAL,RT,HU,2017,6.4
TOTAL,RT,IE,2017,3.2
TOTAL,RT,IS,2017,4.7
TOTAL,RT,IT,2017,5.6
TOTAL,RT,LI,2017,5.3
TOTAL,RT,LT,2017,6.8
TOTAL,RT,LU,2017,4.2
TOTAL,RT,LV,2017,7.0
TOTAL,RT,MT,2017,4.1
TOTAL,RT,NL,2017,3.1
TOTAL,RT,NO,2017,2.0
TOTAL,RT,PL,2017,7.5
TOTAL,RT,PT,2017,5.8
TOTAL,RT,RO,2017,10.0
TOTAL,RT,SE,2017,2.5
TOTAL,RT,SI,2017,5.0
TOTAL,RT,SK,2017,5.1
TOTAL,RT,TR,2017,9.2
TOTAL,RT,UK,2017,2.8
UNK,NR,BE,2017,1.0
UNK,NR,LI,2017,2.0
UNK,NR,NL,2017,0.0
UNK,NR,NO,2017,1.0
UNK,NR,SE,2017,8.0
UNK,NR,SK,2017,0.0
UNK,RT,BE,2017,0.0
UNK,RT,LI,2017,5.3
UNK,RT,NL,2017,0.0
UNK,RT,NO,2017,0.0
UNK,RT,SE,2017,0.1
UNK,RT,SK,2017,0.0
MWAY,NR,AT,2018,28.0
MWAY,NR,BE,2018,102.0
MWAY,NR,BG,2018,58.0
MWAY,NR,CH,2018,19.0
MWAY,NR,CY,2018,8.0
MWAY,NR,CZ,2018,35.0
MWAY,NR,DE,2018,424.0
MWAY,NR,DK,2018,21.0
MWAY,NR,EL,2018,61.0
MWAY,NR,ES,2018,323.0
MWAY,NR,FI,2018,5.0
MWAY,NR,FR,2018,268.0
MWAY,NR,HR,2018,28.0
MWAY,NR,HU,2018,46.0
MWAY,NR,IT,2018,330.0
MWAY,NR,LU,2018,9.0
MWAY,NR,NL,2018,76.0
MWAY,NR,PL,2018,52.0
MWAY,NR,PT,2018,57.0
MWAY,NR,RO,2018,24.0
MWAY,NR,SE,2018,24.0
MWAY,NR,SI,2018,14.0
MWAY,NR,SK,2018,14.0
MWAY,NR,UK,2018,99.0
MWAY,RT,AT,2018,0.3
MWAY,RT,BE,2018,0.9
MWAY,RT,BG,2018,0.8
MWAY,RT,CH,2018,0.2
MWAY,RT,CY,2018,0.9
MWAY,RT,CZ,2018,0.3
MWAY,RT,DE,2018,0.5
MWAY,RT,DK,2018,0.4
MWAY,RT,EL,2018,0.6
MWAY,RT,ES,2018,0.7
MWAY,RT,FI,2018,0.1
MWAY,RT,FR,2018,0.4
MWAY,RT,HR,2018,0.7
MWAY,RT,HU,2018,0.5
MWAY,RT,IT,2018,0.5
MWAY,RT,LU,2018,1.5
MWAY,RT,NL,2018,0.4
MWAY,RT,PL,2018,0.1
MWAY,RT,PT,2018,0.6
MWAY,RT,RO,2018,0.1
MWAY,RT,SE,2018,0.2
MWAY,RT,SI,2018,0.7
MWAY,RT,SK,2018,0.3
MWAY,RT,UK,2018,0.1
RD_RUR,NR,AT,2018,279.0
RD_RUR,NR,BE,2018,305.0
RD_RUR,NR,BG,2018,339.0
RD_RUR,NR,CH,2018,111.0
RD_RUR,NR,CY,2018,15.0
RD_RUR,NR,CZ,2018,404.0
RD_RUR,NR,DE,2018,1867.0
RD_RUR,NR,DK,2018,101.0
RD_RUR,NR,EE,2018,54.0
RD_RUR,NR,EL,2018,272.0
RD_RUR,NR,ES,2018,994.0
RD_RUR,NR,FI,2018,172.0
RD_RUR,NR,FR,2018,2015.0
RD_RUR,NR,HR,2018,114.0
RD_RUR,NR,HU,2018,349.0
RD_RUR,NR,IS,2018,16.0
RD_RUR,NR,IT,2018,1603.0
RD_RUR,NR,LU,2018,26.0
RD_RUR,NR,LV,2018,107.0
RD_RUR,NR,MT,2018,5.0
RD_RUR,NR,NL,2018,256.0
RD_RUR,NR,NO,2018,81.0
RD_RUR,NR,PL,2018,1559.0
RD_RUR,NR,PT,2018,263.0
RD_RUR,NR,RO,2018,660.0
RD_RUR,NR,SE,2018,217.0
RD_RUR,NR,SI,2018,51.0
RD_RUR,NR,SK,2018,155.0
RD_RUR,NR,UK,2018,1084.0
RD_RUR,RT,AT,2018,3.2
RD_RUR,RT,BE,2018,2.7
RD_RUR,RT,BG,2018,4.8
RD_RUR,RT,CH,2018,1.3
RD_RUR,RT,CY,2018,1.7
RD_RUR,RT,CZ,2018,3.8
RD_RUR,RT,DE,2018,2.3
RD_RUR,RT,DK,2018,1.7
RD_RUR,RT,EE,2018,4.1
RD_RUR,RT,EL,2018,2.5
RD_RUR,RT,ES,2018,2.1
RD_RUR,RT,FI,2018,3.1
RD_RUR,RT,FR,2018,3.0
RD_RUR,RT,HR,2018,2.8
RD_RUR,RT,HU,2018,3.6
RD_RUR,RT,IS,2018,4.5
RD_RUR,RT,IT,2018,2.7
RD_RUR,RT,LU,2018,4.3
RD_RUR,RT,LV,2018,5.6
RD_RUR,RT,MT,2018,1.0
RD_RUR,RT,NL,2018,1.5
RD_RUR,RT,NO,2018,1.5
RD_RUR,RT,PL,2018,4.1
RD_RUR,RT,PT,2018,2.6
RD_RUR,RT,RO,2018,3.4
RD_RUR,RT,SE,2018,2.1
RD_RUR,RT,SI,2018,2.5
RD_RUR,RT,SK,2018,2.8
RD_RUR,RT,UK,2018,1.6
RD_URB,NR,AT,2018,102.0
RD_URB,NR,BE,2018,197.0
RD_URB,NR,BG,2018,213.0
RD_URB,NR,CH,2018,103.0
RD_URB,NR,CY,2018,26.0
RD_URB,NR,CZ,2018,217.0
RD_URB,NR,DE,2018,984.0
RD_URB,NR,DK,2018,49.0
RD_URB,NR,EE,2018,13.0
RD_URB,NR,EL,2018,367.0
RD_URB,NR,ES,2018,489.0
RD_URB,NR,FI,2018,62.0
RD_URB,NR,FR,2018,963.0
RD_URB,NR,HR,2018,175.0
RD_URB,NR,HU,2018,238.0
RD_URB,NR,IS,2018,2.0
RD_URB,NR,IT,2018,1401.0
RD_URB,NR,LU,2018,1.0
RD_URB,NR,LV,2018,41.0
RD_URB,NR,MT,2018,13.0
RD_URB,NR,NL,2018,261.0
RD_URB,NR,NO,2018,27.0
RD_URB,NR,PL,2018,1251.0
RD_URB,NR,PT,2018,380.0
