TypeOfRoad,Unit,Country,Year,RoadTrafficDeaths
RD_URB,RT,EE,2006,3.4
RD_URB,RT,EL,2006,7.0
RD_URB,RT,ES,2006,1.6
RD_URB,RT,FI,2006,1.8
RD_URB,RT,FR,2006,2.1
RD_URB,RT,HU,2006,5.0
RD_URB,RT,IE,2006,1.5
RD_URB,RT,IS,2006,3.3
RD_URB,RT,IT,2006,4.3
RD_URB,RT,LU,2006,1.7
RD_URB,RT,LV,2006,6.7
RD_URB,RT,MT,2006,2.7
RD_URB,RT,NL,2006,1.7
RD_URB,RT,PL,2006,6.2
RD_URB,RT,PT,2006,4.2
RD_URB,RT,RO,2006,7.7
RD_URB,RT,SE,2006,1.2
RD_URB,RT,SI,2006,4.6
RD_URB,RT,SK,2006,5.4
RD_URB,RT,UK,2006,2.2
TOTAL,NR,AT,2006,730.0
TOTAL,NR,BE,2006,1069.0
TOTAL,NR,BG,2006,1043.0
TOTAL,NR,CH,2006,370.0
TOTAL,NR,CY,2006,86.0
TOTAL,NR,CZ,2006,1063.0
TOTAL,NR,DE,2006,5091.0
TOTAL,NR,DK,2006,306.0
TOTAL,NR,EE,2006,204.0
TOTAL,NR,EL,2006,1657.0
TOTAL,NR,ES,2006,4069.0
TOTAL,NR,EU27_2020,2006,40365.0
TOTAL,NR,EU28,2006,43663.0
TOTAL,NR,FI,2006,336.0
TOTAL,NR,FR,2006,4709.0
TOTAL,NR,HR,2006,614.0
TOTAL,NR,HU,2006,1303.0
TOTAL,NR,IE,2006,365.0
TOTAL,NR,IS,2006,31.0
TOTAL,NR,IT,2006,5669.0
TOTAL,NR,LI,2006,0.0
TOTAL,NR,LT,2006,760.0
TOTAL,NR,LU,2006,43.0
TOTAL,NR,LV,2006,407.0
TOTAL,NR,MT,2006,11.0
TOTAL,NR,NL,2006,730.0
TOTAL,NR,NO,2006,242.0
TOTAL,NR,PL,2006,5243.0
TOTAL,NR,PT,2006,949.0
TOTAL,NR,RO,2006,2587.0
TOTAL,NR,SE,2006,445.0
TOTAL,NR,SI,2006,262.0
TOTAL,NR,SK,2006,614.0
TOTAL,NR,UK,2006,3298.0
TOTAL,RT,AT,2006,8.8
TOTAL,RT,BE,2006,10.1
TOTAL,RT,BG,2006,13.7
TOTAL,RT,CH,2006,4.9
TOTAL,RT,CY,2006,11.5
TOTAL,RT,CZ,2006,10.4
TOTAL,RT,DE,2006,6.2
TOTAL,RT,DK,2006,5.6
TOTAL,RT,EE,2006,15.1
TOTAL,RT,EL,2006,15.0
TOTAL,RT,ES,2006,9.2
TOTAL,RT,EU27_2020,2006,9.2
TOTAL,RT,EU28,2006,8.8
TOTAL,RT,FI,2006,6.4
TOTAL,RT,FR,2006,7.4
TOTAL,RT,HR,2006,14.2
TOTAL,RT,HU,2006,12.9
TOTAL,RT,IE,2006,8.5
TOTAL,RT,IS,2006,10.2
TOTAL,RT,IT,2006,9.7
TOTAL,RT,LI,2006,0.0
TOTAL,RT,LT,2006,23.2
TOTAL,RT,LU,2006,9.1
TOTAL,RT,LV,2006,18.3
TOTAL,RT,MT,2006,2.7
TOTAL,RT,NL,2006,4.5
TOTAL,RT,NO,2006,5.2
TOTAL,RT,PL,2006,13.7
TOTAL,RT,PT,2006,9.0
TOTAL,RT,RO,2006,12.2
TOTAL,RT,SE,2006,4.9
TOTAL,RT,SI,2006,13.1
TOTAL,RT,SK,2006,11.4
TOTAL,RT,UK,2006,5.4
UNK,NR,BG,2006,1043.0
UNK,NR,HR,2006,614.0
UNK,NR,LI,2006,0.0
UNK,NR,LT,2006,760.0
UNK,NR,LU,2006,3.0
UNK,NR,NL,2006,0.0
UNK,NR,NO,2006,242.0
UNK,NR,PL,2006,0.0
UNK,NR,SE,2006,1.0
UNK,RT,BG,2006,13.7
UNK,RT,HR,2006,14.2
UNK,RT,LI,2006,0.0
UNK,RT,LT,2006,23.2
UNK,RT,LU,2006,0.6
UNK,RT,NL,2006,0.0
UNK,RT,NO,2006,5.2
UNK,RT,PL,2006,0.0
UNK,RT,SE,2006,0.0
MWAY,NR,AT,2007,74.0
MWAY,NR,BE,2007,153.0
MWAY,NR,CH,2007,47.0
MWAY,NR,CY,2007,13.0
MWAY,NR,CZ,2007,48.0
MWAY,NR,DE,2007,602.0
MWAY,NR,DK,2007,24.0
MWAY,NR,EL,2007,140.0
MWAY,NR,ES,2007,601.0
MWAY,NR,FI,2007,14.0
MWAY,NR,FR,2007,273.0
MWAY,NR,HR,2007,65.0
MWAY,NR,HU,2007,61.0
MWAY,NR,IE,2007,10.0
MWAY,NR,IT,2007,526.0
MWAY,NR,LU,2007,11.0
MWAY,NR,PL,2007,53.0
MWAY,NR,PT,2007,125.0
MWAY,NR,RO,2007,41.0
MWAY,NR,SE,2007,21.0
MWAY,NR,SI,2007,37.0
MWAY,NR,SK,2007,19.0
MWAY,NR,UK,2007,184.0
MWAY,RT,AT,2007,0.9
MWAY,RT,BE,2007,1.4
MWAY,RT,CH,2007,0.6
MWAY,RT,CY,2007,1.7
MWAY,RT,CZ,2007,0.5
MWAY,RT,DE,2007,0.7
MWAY,RT,DK,2007,0.4
MWAY,RT,EL,2007,1.3
MWAY,RT,ES,2007,1.3
MWAY,RT,FI,2007,0.3
MWAY,RT,FR,2007,0.4
MWAY,RT,HR,2007,1.5
MWAY,RT,HU,2007,0.6
MWAY,RT,IE,2007,0.2
MWAY,RT,IT,2007,0.9
MWAY,RT,LU,2007,2.3
MWAY,RT,PL,2007,0.1
MWAY,RT,PT,2007,1.2
MWAY,RT,RO,2007,0.2
MWAY,RT,SE,2007,0.2
MWAY,RT,SI,2007,1.8
MWAY,RT,SK,2007,0.4
MWAY,RT,UK,2007,0.3
RD_RUR,NR,AT,2007,444.0
RD_RUR,NR,BE,2007,643.0
RD_RUR,NR,CH,2007,196.0
RD_RUR,NR,CY,2007,27.0
RD_RUR,NR,CZ,2007,731.0
RD_RUR,NR,DE,2007,3012.0
RD_RUR,NR,DK,2007,253.0
RD_RUR,NR,EE,2007,133.0
RD_RUR,NR,EL,2007,748.0
RD_RUR,NR,ES,2007,2456.0
RD_RUR,NR,FI,2007,285.0
RD_RUR,NR,FR,2007,2988.0
RD_RUR,NR,HR,2007,226.0
RD_RUR,NR,HU,2007,666.0
RD_RUR,NR,IE,2007,251.0
RD_RUR,NR,IS,2007,14.0
RD_RUR,NR,IT,2007,2336.0
RD_RUR,NR,LU,2007,23.0
RD_RUR,NR,LV,2007,254.0
RD_RUR,NR,NL,2007,439.0
RD_RUR,NR,PL,2007,2981.0
RD_RUR,NR,PT,2007,453.0
RD_RUR,NR,RO,2007,979.0
RD_RUR,NR,SE,2007,323.0
RD_RUR,NR,SI,2007,162.0
RD_RUR,NR,SK,2007,344.0
RD_RUR,NR,UK,2007,1697.0
RD_RUR,RT,AT,2007,5.4
RD_RUR,RT,BE,2007,6.1
RD_RUR,RT,CH,2007,2.6
RD_RUR,RT,CY,2007,3.5
RD_RUR,RT,CZ,2007,7.1
RD_RUR,RT,DE,2007,3.7
RD_RUR,RT,DK,2007,4.6
RD_RUR,RT,EE,2007,9.9
RD_RUR,RT,EL,2007,6.8
RD_RUR,RT,ES,2007,5.4
RD_RUR,RT,FI,2007,5.4
RD_RUR,RT,FR,2007,4.7
RD_RUR,RT,HR,2007,5.2
RD_RUR,RT,HU,2007,6.6
RD_RUR,RT,IE,2007,5.7
RD_RUR,RT,IS,2007,4.5
RD_RUR,RT,IT,2007,4.0
RD_RUR,RT,LU,2007,4.8
RD_RUR,RT,LV,2007,11.5
RD_RUR,RT,NL,2007,2.7
RD_RUR,RT,PL,2007,7.8
RD_RUR,RT,PT,2007,4.3
RD_RUR,RT,RO,2007,4.7
RD_RUR,RT,SE,2007,3.5
RD_RUR,RT,SI,2007,8.0
RD_RUR,RT,SK,2007,6.4
RD_RUR,RT,UK,2007,2.8
RD_URB,NR,AT,2007,173.0
RD_URB,NR,BE,2007,275.0
RD_URB,NR,CH,2007,141.0
RD_URB,NR,CY,2007,49.0
RD_URB,NR,CZ,2007,442.0
RD_URB,NR,DE,2007,1335.0
RD_URB,NR,DK,2007,129.0
RD_URB,NR,EE,2007,63.0
RD_URB,NR,EL,2007,724.0
RD_URB,NR,ES,2007,728.0
RD_URB,NR,FI,2007,81.0
RD_URB,NR,FR,2007,1359.0
RD_URB,NR,HR,2007,328.0
RD_URB,NR,HU,2007,505.0
RD_URB,NR,IE,2007,77.0
RD_URB,NR,IS,2007,1.0
RD_URB,NR,IT,2007,2269.0
RD_URB,NR,LU,2007,9.0
RD_URB,NR,LV,2007,165.0
RD_URB,NR,MT,2007,12.0
RD_URB,NR,NL,2007,270.0
RD_URB,NR,PL,2007,2549.0
RD_URB,NR,PT,2007,380.0
RD_URB,NR,RO,2007,1780.0
RD_URB,NR,SE,2007,127.0
RD_URB,NR,SI,2007,94.0
RD_URB,NR,SK,2007,298.0
RD_URB,NR,UK,2007,1178.0
RD_URB,RT,AT,2007,2.1
RD_URB,RT,BE,2007,2.6
RD_URB,RT,CH,2007,1.9
RD_URB,RT,CY,2007,6.4
RD_URB,RT,CZ,2007,4.3
RD_URB,RT,DE,2007,1.6
RD_URB,RT,DK,2007,2.4
RD_URB,RT,EE,2007,4.7
RD_URB,RT,EL,2007,6.6
RD_URB,RT,ES,2007,1.6
RD_URB,RT,FI,2007,1.5
RD_URB,RT,FR,2007,2.1
RD_URB,RT,HR,2007,7.6
RD_URB,RT,HU,2007,5.0
RD_URB,RT,IE,2007,1.8
RD_URB,RT,IS,2007,0.3
RD_URB,RT,IT,2007,3.9
RD_URB,RT,LU,2007,1.9
RD_URB,RT,LV,2007,7.5
RD_URB,RT,MT,2007,3.0
RD_URB,RT,NL,2007,1.6
RD_URB,RT,PL,2007,6.7
RD_URB,RT,PT,2007,3.6
RD_URB,RT,RO,2007,8.5
RD_URB,RT,SE,2007,1.4
RD_URB,RT,SI,2007,4.7
RD_URB,RT,SK,2007,5.5
RD_URB,RT,UK,2007,1.9
TOTAL,NR,AT,2007,691.0
TOTAL,NR,BE,2007,1071.0
TOTAL,NR,BG,2007,1006.0
TOTAL,NR,CH,2007,384.0
TOTAL,NR,CY,2007,89.0
TOTAL,NR,CZ,2007,1221.0
TOTAL,NR,DE,2007,4949.0
TOTAL,NR,DK,2007,406.0
TOTAL,NR,EE,2007,196.0
TOTAL,NR,EL,2007,1612.0
TOTAL,NR,ES,2007,3785.0
TOTAL,NR,EU27_2020,2007,40038.0
TOTAL,NR,EU28,2007,43097.0
TOTAL,NR,FI,2007,380.0
TOTAL,NR,FR,2007,4620.0
TOTAL,NR,HR,2007,619.0
TOTAL,NR,HU,2007,1232.0
TOTAL,NR,IE,2007,338.0
TOTAL,NR,IS,2007,15.0
TOTAL,NR,IT,2007,5131.0
TOTAL,NR,LI,2007,0.0
TOTAL,NR,LT,2007,740.0
TOTAL,NR,LU,2007,46.0
TOTAL,NR,LV,2007,419.0
TOTAL,NR,MT,2007,12.0
TOTAL,NR,NL,2007,709.0
TOTAL,NR,NO,2007,233.0
TOTAL,NR,PL,2007,5583.0
TOTAL,NR,PT,2007,958.0
TOTAL,NR,RO,2007,2800.0
TOTAL,NR,SE,2007,471.0
TOTAL,NR,SI,2007,293.0
TOTAL,NR,SK,2007,661.0
TOTAL,NR,UK,2007,3059.0
TOTAL,RT,AT,2007,8.3
TOTAL,RT,BE,2007,10.1
TOTAL,RT,BG,2007,13.3
TOTAL,RT,CH,2007,5.1
TOTAL,RT,CY,2007,11.6
TOTAL,RT,CZ,2007,11.9
TOTAL,RT,DE,2007,6.0
TOTAL,RT,DK,2007,7.4
TOTAL,RT,EE,2007,14.6
TOTAL,RT,EL,2007,14.6
TOTAL,RT,ES,2007,8.4
TOTAL,RT,EU27_2020,2007,9.1
TOTAL,RT,EU28,2007,8.6
TOTAL,RT,FI,2007,7.2
TOTAL,RT,FR,2007,7.2
TOTAL,RT,HR,2007,14.4
TOTAL,RT,HU,2007,12.3
TOTAL,RT,IE,2007,7.7
TOTAL,RT,IS,2007,4.8
TOTAL,RT,IT,2007,8.8
TOTAL,RT,LI,2007,0.0
TOTAL,RT,LT,2007,22.9
TOTAL,RT,LU,2007,9.6
TOTAL,RT,LV,2007,19.0
TOTAL,RT,MT,2007,3.0
TOTAL,RT,NL,2007,4.3
TOTAL,RT,NO,2007,4.9
TOTAL,RT,PL,2007,14.6
TOTAL,RT,PT,2007,9.1
TOTAL,RT,RO,2007,13.4
TOTAL,RT,SE,2007,5.1
TOTAL,RT,SI,2007,14.5
TOTAL,RT,SK,2007,12.3
TOTAL,RT,UK,2007,5.0
UNK,NR,BG,2007,1006.0
UNK,NR,LI,2007,0.0
UNK,NR,LT,2007,740.0
UNK,NR,LU,2007,3.0
UNK,NR,NL,2007,0.0
UNK,NR,NO,2007,233.0
UNK,NR,SE,2007,0.0
UNK,RT,BG,2007,13.3
UNK,RT,LI,2007,0.0
UNK,RT,LT,2007,22.9
UNK,RT,LU,2007,0.6
UNK,RT,NL,2007,0.0
UNK,RT,NO,2007,4.9
UNK,RT,SE,2007,0.0
MWAY,NR,AT,2008,71.0
MWAY,NR,BE,2008,139.0
MWAY,NR,BG,2008,38.0
MWAY,NR,CH,2008,27.0
MWAY,NR,CY,2008,7.0
MWAY,NR,CZ,2008,30.0
MWAY,NR,DE,2008,495.0
MWAY,NR,DK,2008,31.0
MWAY,NR,EL,2008,120.0
MWAY,NR,ES,2008,478.0
MWAY,NR,FI,2008,9.0
MWAY,NR,FR,2008,233.0
MWAY,NR,HR,2008,67.0
MWAY,NR,HU,2008,54.0
MWAY,NR,IE,2008,2.0
MWAY,NR,IT,2008,452.0
MWAY,NR,LU,2008,6.0
MWAY,NR,PL,2008,35.0
MWAY,NR,PT,2008,90.0
MWAY,NR,RO,2008,21.0
MWAY,NR,SE,2008,15.0
MWAY,NR,SI,2008,13.0
MWAY,NR,SK,2008,14.0
MWAY,NR,UK,2008,157.0
MWAY,RT,AT,2008,0.9
MWAY,RT,BE,2008,1.3
MWAY,RT,BG,2008,0.5
MWAY,RT,CH,2008,0.4
MWAY,RT,CY,2008,0.9
MWAY,RT,CZ,2008,0.3
MWAY,RT,DE,2008,0.6
MWAY,RT,DK,2008,0.6
MWAY,RT,EL,2008,1.1
MWAY,RT,ES,2008,1.0
MWAY,RT,FI,2008,0.2
MWAY,RT,FR,2008,0.4
MWAY,RT,HR,2008,1.6
MWAY,RT,HU,2008,0.5
MWAY,RT,IE,2008,0.0
MWAY,RT,IT,2008,0.8
MWAY,RT,LU,2008,1.2
MWAY,RT,PL,2008,0.1
MWAY,RT,PT,2008,0.9
MWAY,RT,RO,2008,0.1
MWAY,RT,SE,2008,0.2
MWAY,RT,SI,2008,0.6
MWAY,RT,SK,2008,0.3
MWAY,RT,UK,2008,0.3
RD_RUR,NR,AT,2008,419.0
RD_RUR,NR,BE,2008,531.0
RD_RUR,NR,BG,2008,576.0
RD_RUR,NR,CH,2008,195.0
RD_RUR,NR,CY,2008,18.0
RD_RUR,NR,CZ,2008,602.0
RD_RUR,NR,DE,2008,2721.0
RD_RUR,NR,DK,2008,246.0
RD_RUR,NR,EE,2008,91.0
RD_RUR,NR,EL,2008,689.0
RD_RUR,NR,ES,2008,1965.0
RD_RUR,NR,FI,2008,227.0
RD_RUR,NR,FR,2008,2807.0
RD_RUR,NR,HR,2008,183.0
RD_RUR,NR,HU,2008,523.0
RD_RUR,NR,IE,2008,216.0
RD_RUR,NR,IS,2008,7.0
RD_RUR,NR,IT,2008,2203.0
RD_RUR,NR,LU,2008,20.0
RD_RUR,NR,LV,2008,219.0
RD_RUR,NR,NL,2008,431.0
RD_RUR,NR,PL,2008,2903.0
RD_RUR,NR,PT,2008,368.0
RD_RUR,NR,RO,2008,1122.0
RD_RUR,NR,SE,2008,281.0
RD_RUR,NR,SI,2008,128.0
RD_RUR,NR,SK,2008,312.0
RD_RUR,NR,UK,2008,1401.0
RD_RUR,RT,AT,2008,5.0
RD_RUR,RT,BE,2008,5.0
RD_RUR,RT,BG,2008,7.7
RD_RUR,RT,CH,2008,2.5
RD_RUR,RT,CY,2008,2.3
RD_RUR,RT,CZ,2008,5.8
RD_RUR,RT,DE,2008,3.3
RD_RUR,RT,DK,2008,4.5
RD_RUR,RT,EE,2008,6.8
RD_RUR,RT,EL,2008,6.2
RD_RUR,RT,ES,2008,4.3
RD_RUR,RT,FI,2008,4.3
RD_RUR,RT,FR,2008,4.4
RD_RUR,RT,HR,2008,4.2
RD_RUR,RT,HU,2008,5.2
RD_RUR,RT,IE,2008,4.8
RD_RUR,RT,IS,2008,2.2
RD_RUR,RT,IT,2008,3.7
RD_RUR,RT,LU,2008,4.1
RD_RUR,RT,LV,2008,10.1
RD_RUR,RT,NL,2008,2.6
RD_RUR,RT,PL,2008,7.6
RD_RUR,RT,PT,2008,3.5
RD_RUR,RT,RO,2008,5.5
RD_RUR,RT,SE,2008,3.0
RD_RUR,RT,SI,2008,6.3
RD_RUR,RT,SK,2008,5.8
RD_RUR,RT,UK,2008,2.3
RD_URB,NR,AT,2008,189.0
RD_URB,NR,BE,2008,274.0
RD_URB,NR,BG,2008,447.0
RD_URB,NR,CH,2008,135.0
RD_URB,NR,CY,2008,57.0
RD_URB,NR,CZ,2008,444.0
RD_URB,NR,DE,2008,1261.0
RD_URB,NR,DK,2008,129.0
RD_URB,NR,EE,2008,41.0
RD_URB,NR,EL,2008,744.0
RD_URB,NR,ES,2008,621.0
RD_URB,NR,FI,2008,108.0
RD_URB,NR,FR,2008,1235.0
RD_URB,NR,HR,2008,414.0
RD_URB,NR,HU,2008,419.0
RD_URB,NR,IE,2008,62.0
RD_URB,NR,IS,2008,5.0
RD_URB,NR,IT,2008,2070.0
RD_URB,NR,LU,2008,9.0
RD_URB,NR,LV,2008,97.0
RD_URB,NR,MT,2008,9.0
RD_URB,NR,NL,2008,243.0
RD_URB,NR,PL,2008,2499.0
RD_URB,NR,PT,2008,409.0
RD_URB,NR,RO,2008,1922.0
RD_URB,NR,SE,2008,99.0
RD_URB,NR,SI,2008,73.0
RD_URB,NR,SK,2008,280.0
RD_URB,NR,UK,2008,1087.0
RD_URB,RT,AT,2008,2.3
RD_URB,RT,BE,2008,2.6
RD_URB,RT,BG,2008,6.0
RD_URB,RT,CH,2008,1.8
RD_URB,RT,CY,2008,7.2
RD_URB,RT,CZ,2008,4.3
RD_URB,RT,DE,2008,1.5
RD_URB,RT,DK,2008,2.3
RD_URB,RT,EE,2008,3.1
RD_URB,RT,EL,2008,6.7
RD_URB,RT,ES,2008,1.4
RD_URB,RT,FI,2008,2.0
RD_URB,RT,FR,2008,1.9
RD_URB,RT,HR,2008,9.6
RD_URB,RT,HU,2008,4.2
RD_URB,RT,IE,2008,1.4
RD_URB,RT,IS,2008,1.6
RD_URB,RT,IT,2008,3.5
RD_URB,RT,LU,2008,1.8
RD_URB,RT,LV,2008,4.5
RD_URB,RT,MT,2008,2.2
RD_URB,RT,NL,2008,1.5
RD_URB,RT,PL,2008,6.6
RD_URB,RT,PT,2008,3.9
RD_URB,RT,RO,2008,9.4
RD_URB,RT,SE,2008,1.1
RD_URB,RT,SI,2008,3.6
RD_URB,RT,SK,2008,5.2
RD_URB,RT,UK,2008,1.8
TOTAL,NR,AT,2008,679.0
TOTAL,NR,BE,2008,944.0
TOTAL,NR,BG,2008,1061.0
TOTAL,NR,CH,2008,357.0
TOTAL,NR,CY,2008,82.0
TOTAL,NR,CZ,2008,1076.0
TOTAL,NR,DE,2008,4477.0
TOTAL,NR,DK,2008,406.0
TOTAL,NR,EE,2008,132.0
TOTAL,NR,EL,2008,1553.0
TOTAL,NR,ES,2008,3064.0
TOTAL,NR,EU27_2020,2008,36880.0
TOTAL,NR,EU28,2008,39525.0
TOTAL,NR,FI,2008,344.0
TOTAL,NR,FR,2008,4275.0
TOTAL,NR,HR,2008,664.0
TOTAL,NR,HU,2008,996.0
TOTAL,NR,IE,2008,280.0
TOTAL,NR,IS,2008,12.0
TOTAL,NR,IT,2008,4725.0
TOTAL,NR,LI,2008,1.0
TOTAL,NR,LT,2008,499.0
TOTAL,NR,LU,2008,35.0
TOTAL,NR,LV,2008,316.0
TOTAL,NR,MT,2008,9.0
TOTAL,NR,NL,2008,677.0
TOTAL,NR,NO,2008,255.0
TOTAL,NR,PL,2008,5437.0
TOTAL,NR,PT,2008,867.0
TOTAL,NR,RO,2008,3065.0
TOTAL,NR,SE,2008,397.0
TOTAL,NR,SI,2008,214.0
TOTAL,NR,SK,2008,606.0
TOTAL,NR,UK,2008,2645.0
TOTAL,RT,AT,2008,8.2
TOTAL,RT,BE,2008,8.8
TOTAL,RT,BG,2008,14.2
TOTAL,RT,CH,2008,4.7
TOTAL,RT,CY,2008,10.4
TOTAL,RT,CZ,2008,10.4
TOTAL,RT,DE,2008,5.5
TOTAL,RT,DK,2008,7.4
TOTAL,RT,EE,2008,9.9
TOTAL,RT,EL,2008,14.0
TOTAL,RT,ES,2008,6.7
TOTAL,RT,EU27_2020,2008,8.4
TOTAL,RT,EU28,2008,7.9
TOTAL,RT,FI,2008,6.5
TOTAL,RT,FR,2008,6.7
TOTAL,RT,HR,2008,15.4
TOTAL,RT,HU,2008,9.9
TOTAL,RT,IE,2008,6.2
TOTAL,RT,IS,2008,3.8
TOTAL,RT,IT,2008,8.0
TOTAL,RT,LI,2008,2.8
TOTAL,RT,LT,2008,15.6
TOTAL,RT,LU,2008,7.2
TOTAL,RT,LV,2008,14.5
TOTAL,RT,MT,2008,2.2
TOTAL,RT,NL,2008,4.1
TOTAL,RT,NO,2008,5.3
TOTAL,RT,PL,2008,14.3
TOTAL,RT,PT,2008,8.2
TOTAL,RT,RO,2008,14.9
TOTAL,RT,SE,2008,4.3
TOTAL,RT,SI,2008,10.6
TOTAL,RT,SK,2008,11.3
TOTAL,RT,UK,2008,4.3
UNK,NR,LI,2008,1.0
UNK,NR,LT,2008,499.0
UNK,NR,LU,2008,0.0
UNK,NR,NL,2008,3.0
UNK,NR,NO,2008,255.0
UNK,NR,SE,2008,2.0
UNK,RT,LI,2008,2.8
UNK,RT,LT,2008,15.6
UNK,RT,LU,2008,0.0
UNK,RT,NL,2008,0.0
UNK,RT,NO,2008,5.3
UNK,RT,SE,2008,0.0
MWAY,NR,AT,2009,61.0
MWAY,NR,BE,2009,150.0
MWAY,NR,BG,2009,36.0
MWAY,NR,CH,2009,34.0
MWAY,NR,CY,2009,7.0
MWAY,NR,CZ,2009,25.0
MWAY,NR,DE,2009,475.0
MWAY,NR,DK,2009,24.0
MWAY,NR,EL,2009,108.0
MWAY,NR,ES,2009,453.0
MWAY,NR,FI,2009,12.0
MWAY,NR,FR,2009,225.0
MWAY,NR,HR,2009,43.0
MWAY,NR,HU,2009,38.0
MWAY,NR,IE,2009,4.0
MWAY,NR,IT,2009,350.0
MWAY,NR,LU,2009,36.0
MWAY,NR,NL,2009,83.0
MWAY,NR,PL,2009,43.0
MWAY,NR,PT,2009,84.0
MWAY,NR,RO,2009,25.0
MWAY,NR,SE,2009,19.0
MWAY,NR,SI,2009,30.0
MWAY,NR,SK,2009,9.0
MWAY,NR,UK,2009,131.0
MWAY,RT,AT,2009,0.7
MWAY,RT,BE,2009,1.4
MWAY,RT,BG,2009,0.5
MWAY,RT,CH,2009,0.4
MWAY,RT,CY,2009,0.9
MWAY,RT,CZ,2009,0.2
MWAY,RT,DE,2009,0.6
MWAY,RT,DK,2009,0.4
MWAY,RT,EL,2009,1.0
MWAY,RT,ES,2009,1.0
MWAY,RT,FI,2009,0.2
MWAY,RT,FR,2009,0.3
MWAY,RT,HR,2009,1.0
MWAY,RT,HU,2009,0.4
MWAY,RT,IE,2009,0.1
MWAY,RT,IT,2009,0.6
MWAY,RT,LU,2009,7.2
MWAY,RT,NL,2009,0.5
MWAY,RT,PL,2009,0.1
MWAY,RT,PT,2009,0.8
MWAY,RT,RO,2009,0.1
MWAY,RT,SE,2009,0.2
MWAY,RT,SI,2009,1.5
MWAY,RT,SK,2009,0.2
MWAY,RT,UK,2009,0.2
RD_RUR,NR,AT,2009,399.0
RD_RUR,NR,BE,2009,537.0
RD_RUR,NR,BG,2009,553.0
RD_RUR,NR,CH,2009,178.0
RD_RUR,NR,CY,2009,22.0
RD_RUR,NR,CZ,2009,547.0
RD_RUR,NR,DE,2009,2452.0
RD_RUR,NR,DK,2009,187.0
RD_RUR,NR,EE,2009,79.0
RD_RUR,NR,EL,2009,702.0
RD_RUR,NR,ES,2009,1658.0
RD_RUR,NR,FI,2009,191.0
RD_RUR,NR,FR,2009,2796.0
RD_RUR,NR,HR,2009,189.0
RD_RUR,NR,HU,2009,483.0
RD_RUR,NR,IE,2009,178.0
RD_RUR,NR,IS,2009,12.0
RD_RUR,NR,IT,2009,1995.0
RD_RUR,NR,LV,2009,186.0
RD_RUR,NR,NL,2009,332.0
RD_RUR,NR,NO,2009,156.0
RD_RUR,NR,PL,2009,2358.0
RD_RUR,NR,PT,2009,358.0
RD_RUR,NR,RO,2009,1015.0
RD_RUR,NR,SE,2009,243.0
RD_RUR,NR,SI,2009,77.0
RD_RUR,NR,SK,2009,199.0
RD_RUR,NR,UK,2009,1206.0
RD_RUR,RT,AT,2009,4.8
RD_RUR,RT,BE,2009,5.0
RD_RUR,RT,BG,2009,7.4
RD_RUR,RT,CH,2009,2.3
RD_RUR,RT,CY,2009,2.7
RD_RUR,RT,CZ,2009,5.2
RD_RUR,RT,DE,2009,3.0
RD_RUR,RT,DK,2009,3.4
RD_RUR,RT,EE,2009,5.9
RD_RUR,RT,EL,2009,6.3
RD_RUR,RT,ES,2009,3.6
RD_RUR,RT,FI,2009,3.6
RD_RUR,RT,FR,2009,4.3
RD_RUR,RT,HR,2009,4.4
RD_RUR,RT,HU,2009,4.8
RD_RUR,RT,IE,2009,3.9
RD_RUR,RT,IS,2009,3.8
RD_RUR,RT,IT,2009,3.4
RD_RUR,RT,LV,2009,8.7
RD_RUR,RT,NL,2009,2.0
RD_RUR,RT,NO,2009,3.2
RD_RUR,RT,PL,2009,6.2
RD_RUR,RT,PT,2009,3.4
RD_RUR,RT,RO,2009,5.0
RD_RUR,RT,SE,2009,2.6
RD_RUR,RT,SI,2009,3.8
RD_RUR,RT,SK,2009,3.7
RD_RUR,RT,UK,2009,1.9
RD_URB,NR,AT,2009,173.0
RD_URB,NR,BE,2009,257.0
RD_URB,NR,BG,2009,312.0
RD_URB,NR,CH,2009,137.0
RD_URB,NR,CY,2009,42.0
RD_URB,NR,CZ,2009,329.0
RD_URB,NR,DE,2009,1225.0
RD_URB,NR,DK,2009,92.0
RD_URB,NR,EE,2009,19.0
RD_URB,NR,EL,2009,646.0
RD_URB,NR,ES,2009,576.0
RD_URB,NR,FI,2009,76.0
RD_URB,NR,FR,2009,1252.0
RD_URB,NR,HR,2009,316.0
RD_URB,NR,HU,2009,301.0
RD_URB,NR,IE,2009,56.0
RD_URB,NR,IS,2009,5.0
RD_URB,NR,IT,2009,1892.0
RD_URB,NR,LU,2009,10.0
RD_URB,NR,LV,2009,68.0
RD_URB,NR,MT,2009,15.0
RD_URB,NR,NL,2009,227.0
RD_URB,NR,NO,2009,54.0
RD_URB,NR,PL,2009,2171.0
RD_URB,NR,PT,2009,381.0
RD_URB,NR,RO,2009,1756.0
RD_URB,NR,SE,2009,89.0
RD_URB,NR,SI,2009,64.0
RD_URB,NR,SK,2009,176.0
RD_URB,NR,UK,2009,1000.0
RD_URB,RT,AT,2009,2.1
RD_URB,RT,BE,2009,2.4
RD_URB,RT,BG,2009,4.2
RD_URB,RT,CH,2009,1.8
RD_URB,RT,CY,2009,5.2
RD_URB,RT,CZ,2009,3.2
RD_URB,RT,DE,2009,1.5
RD_URB,RT,DK,2009,1.7
RD_URB,RT,EE,2009,1.4
